algorithm,repair_method,mean_sharpe,std_sharpe,mean_return,mean_time,mean_generations,pop_size,mutation_rate,gaussian_stdev,num_elites,max_generations,swarm_size,max_iterations,w,c1,c2
GA,,0.5531268617431442,0.012934857181353851,1608.4485806383257,32.44931468963623,101.0,200.0,0.1,0.1,5.0,100.0,,,,,
GA,,1.1112818193633287,0.014997076260242726,127.34557765055806,25.3763174533844,51.0,200.0,0.01,0.05,1.0,50.0,,,,,
GA,,0.8486465594941712,0.008066524488201807,6010.028032727331,33.26974787712097,101.0,200.0,0.01,0.01,1.0,100.0,,,,,
GA,,1.014081332615926,0.019564393997360995,1072.4591790972074,27.104547834396364,51.0,200.0,0.01,0.05,2.0,50.0,,,,,
GA,,0.9257191204096417,0.01139663102391396,38.44887132588233,35.28768925666809,101.0,200.0,0.01,0.01,2.0,100.0,,,,,
GA,,1.1366140033448695,0.011871745635529247,3130.9389774546207,35.875063848495486,101.0,200.0,0.01,0.01,5.0,100.0,,,,,
GA,,0.9306045371621889,0.014138375276951597,2545.869757454275,36.55436401367187,101.0,200.0,0.01,0.05,1.0,100.0,,,,,
GA,,0.7882487674144242,0.008957705493547302,9.079303043036223,29.393228626251222,51.0,200.0,0.01,0.05,5.0,50.0,,,,,
GA,,1.150857628247437,0.021559039839471165,156793.42417895037,39.27680864334106,101.0,200.0,0.01,0.05,2.0,100.0,,,,,
GA,,1.0365731100271014,0.05197949466628847,426.4938849814811,33.25141944885254,51.0,200.0,0.01,0.1,1.0,50.0,,,,,
GA,,0.6694817055967073,0.009869698018128873,0.6924933807485929,33.61160273551941,51.0,200.0,0.01,0.1,2.0,50.0,,,,,
GA,,0.932047367854284,0.010860430795096122,13.076722132836641,43.48864512443542,101.0,200.0,0.01,0.05,5.0,100.0,,,,,
GA,,0.9514228876321837,0.00997723019480843,11365.265707927358,37.000372314453124,51.0,200.0,0.01,0.1,5.0,50.0,,,,,
GA,,0.8013305796677674,0.017740308353726104,5557.607605565536,44.48196029663086,101.0,200.0,0.01,0.1,1.0,100.0,,,,,
GA,,0.7140037708554796,0.012174608239581677,2450.9994412188985,37.67874698638916,51.0,200.0,0.05,0.01,1.0,50.0,,,,,
GA,,0.6987033943271053,0.00484962781273947,5605.10136630303,37.54199194908142,51.0,200.0,0.05,0.01,2.0,50.0,,,,,
GA,,0.7765138212708319,0.007813094769879498,875.8007720244208,47.506599235534665,101.0,200.0,0.01,0.1,2.0,100.0,,,,,
GA,,0.7859162831508311,0.014195381592455583,38.95318615490271,37.953417253494266,51.0,200.0,0.05,0.01,5.0,50.0,,,,,
GA,,0.7769948443423956,0.007800451719464199,31.79234044539321,48.45956993103027,101.0,200.0,0.01,0.1,5.0,100.0,,,,,
GA,,1.0887194202142936,0.03075284829902531,128.57521040907812,48.99448003768921,101.0,200.0,0.05,0.01,1.0,100.0,,,,,
GA,,0.7149891975962458,0.023550326073554794,1403.9586242317266,38.096640014648436,51.0,200.0,0.05,0.05,1.0,50.0,,,,,
GA,,0.9922482643403887,0.028365737909778123,1093.6519096685122,48.48767619132995,101.0,200.0,0.05,0.01,2.0,100.0,,,,,
GA,,1.0006570961573285,0.015180411434776336,3028.6805261119885,48.85833468437195,101.0,200.0,0.05,0.01,5.0,100.0,,,,,
GA,,0.9293885688313956,0.02813314456535311,146011.95803298632,37.83559560775757,51.0,200.0,0.05,0.05,2.0,50.0,,,,,
GA,,0.5872781256264139,0.014204104007894737,7.915660006803852,48.242508840560916,101.0,200.0,0.05,0.05,1.0,100.0,,,,,
GA,,0.5600347885085887,0.012131872508806006,0.6521312541647897,37.731154155731204,51.0,200.0,0.05,0.05,5.0,50.0,,,,,
GA,,0.6617035244473064,0.025491596866224,7301.681420536103,37.25566821098327,51.0,200.0,0.05,0.1,1.0,50.0,,,,,
GA,,0.8848954896694897,0.028347704920258312,368.6083082076989,48.96301245689392,101.0,200.0,0.05,0.05,2.0,100.0,,,,,
GA,,0.6102910195205667,0.014348796014973662,1621.3561021918435,37.7426296710968,51.0,200.0,0.05,0.1,2.0,50.0,,,,,
GA,,0.720879435877334,0.01636061945444735,22.791013168598504,48.1026107788086,101.0,200.0,0.05,0.05,5.0,100.0,,,,,
GA,,0.6115058681383478,0.010167520174521542,549.8666524808593,37.53941912651062,51.0,200.0,0.05,0.1,5.0,50.0,,,,,
GA,,0.5346056297733789,0.009053950679100902,9.097929066258885,37.49750952720642,51.0,200.0,0.1,0.01,1.0,50.0,,,,,
GA,,0.6467076936962488,0.023947672584085037,4307.393009839826,48.77122292518616,101.0,200.0,0.05,0.1,1.0,100.0,,,,,
GA,,0.6258306284516206,0.012284841407914089,4136.185144636676,48.310340356826785,101.0,200.0,0.05,0.1,2.0,100.0,,,,,
GA,,0.7311434073611305,0.023590489659182493,1894.7270970627294,37.72449488639832,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,,0.7278517444444754,0.014723406047361446,34.20854938420725,48.60415301322937,101.0,200.0,0.05,0.1,5.0,100.0,,,,,
GA,,0.8340623160616568,0.017576266934909546,2881.7260271501464,38.493521976470944,51.0,200.0,0.1,0.01,5.0,50.0,,,,,
GA,,0.9833768722672787,0.031047319857620048,116.88920781775123,49.02234034538269,101.0,200.0,0.1,0.01,1.0,100.0,,,,,
GA,,0.5158862465568332,0.018890754922176366,7.182169814219068,37.791625595092775,51.0,200.0,0.1,0.05,1.0,50.0,,,,,
GA,,0.8835800164259039,0.026136390246904572,1077.9355932494898,49.55568027496338,101.0,200.0,0.1,0.01,2.0,100.0,,,,,
GA,,1.02005997795648,0.02653868640976712,150770.3182351313,49.52636842727661,101.0,200.0,0.1,0.01,5.0,100.0,,,,,
GA,,0.6020857073632861,0.023626828159434028,6850.897438131356,38.44026927947998,51.0,200.0,0.1,0.05,2.0,50.0,,,,,
GA,,0.48108988975377276,0.008949479604588003,0.8461327864531043,49.44209394454956,101.0,200.0,0.1,0.05,1.0,100.0,,,,,
GA,,0.5777346992301365,0.016917370929032664,1691.135123998894,38.42378182411194,51.0,200.0,0.1,0.05,5.0,50.0,,,,,
GA,,0.516381457794915,0.020027335281518392,484.4496959571378,38.36620626449585,51.0,200.0,0.1,0.1,1.0,50.0,,,,,
GA,,0.5733445306124411,0.01641699498500568,3865.9346006875285,38.453304862976076,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,,0.7952420711764937,0.026749966912768822,140.94239574925254,50.12927827835083,101.0,200.0,0.1,0.05,2.0,100.0,,,,,
GA,,0.6544576383025664,0.016028359333522587,1044.2929549941123,38.70029988288879,51.0,200.0,0.1,0.1,5.0,50.0,,,,,
GA,,0.61073545432423,0.021279974622317968,9.008847802747942,49.407803201675414,101.0,200.0,0.1,0.05,5.0,100.0,,,,,
GA,,0.5051800233993595,0.0301641489787615,14.141692284983957,49.738901948928834,101.0,200.0,0.1,0.1,1.0,100.0,,,,,
GA,,0.5507446201159242,0.006088579017532604,4024.633416914088,49.93346767425537,101.0,200.0,0.1,0.1,2.0,100.0,,,,,
GA,,1.1199772117483735,0.023320777873782957,3022.7279263291907,46.30963082313538,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
GA,,0.8384080662111908,0.06212023482219679,17.571050557789885,45.70787100791931,51.0,,,,,,200.0,50.0,0.4,1.0,2.0
GA,,0.6569107747137537,0.025910549298000362,29.410572587970524,49.975745820999144,101.0,200.0,0.1,0.1,5.0,100.0,,,,,
GA,,1.2327049059130883,0.04591488402319245,128.32364825555527,47.706010818481445,51.0,,,,,,200.0,50.0,0.4,1.0,1.5
GA,,1.145045484374619,0.03638619955620454,1083.8602158684953,46.380560302734374,51.0,,,,,,200.0,50.0,0.4,1.5,1.0
GA,,1.1995882388726407,0.07639141008442749,124824.85986175516,47.241140365600586,51.0,,,,,,200.0,50.0,0.4,1.5,1.5
GA,,1.0559960974781923,0.07732360320512968,13396.502439488826,46.091169357299805,51.0,,,,,,200.0,50.0,0.4,1.5,2.0
GA,,0.7460691106876681,0.020716462170330102,0.7039988998874211,45.549179553985596,51.0,,,,,,200.0,50.0,0.4,2.0,1.0
GA,,0.9260666175932666,0.04090592211310714,2653.963027915778,46.34234504699707,51.0,,,,,,200.0,50.0,0.4,2.0,1.5
GA,,0.8572843035642629,0.025164189807186533,1376.7945433963978,45.62432475090027,51.0,,,,,,200.0,50.0,0.4,2.0,2.0
GA,,0.8994284061927529,0.038029250302903196,5793.09269536599,45.722323703765866,51.0,,,,,,200.0,50.0,0.7,1.0,1.0
GA,,1.2027062377411386,0.030499340115543224,351.010643708322,46.75206336975098,51.0,,,,,,200.0,50.0,0.7,1.0,1.5
GA,,1.0021056238859105,0.07447546342213025,2781.099980464985,46.481365060806276,51.0,,,,,,200.0,50.0,0.7,1.0,2.0
GA,,0.9030944094522649,0.03651363372011288,11.22648624518756,45.75783767700195,51.0,,,,,,200.0,50.0,0.7,1.5,1.0
GA,,0.7764569633047621,0.0372219600012795,19.92064587829089,45.75264301300049,51.0,,,,,,200.0,50.0,0.7,1.5,1.5
GA,,0.8527803817316348,0.0423160132408972,5698.336630468759,46.20829997062683,51.0,,,,,,200.0,50.0,0.7,1.5,2.0
GA,,0.8384080662111908,0.06212023482219679,17.571050557789885,45.33649206161499,51.0,,,,,,200.0,50.0,0.7,2.0,1.5
GA,,1.1199772117483735,0.023320777873782957,3022.7279263291907,46.20480480194092,51.0,,,,,,200.0,50.0,0.7,2.0,1.0
GA,,0.9376759663623775,0.01431731132394636,38.79988416581109,46.649640274047854,51.0,,,,,,200.0,50.0,0.7,2.0,2.0
GA,,1.2327049059130883,0.04591488402319245,128.32364825555527,47.50321650505066,51.0,,,,,,200.0,50.0,0.9,1.0,1.0
GA,,1.145045484374619,0.03638619955620454,1083.8602158684953,46.46160755157471,51.0,,,,,,200.0,50.0,0.9,1.0,1.5
GA,,1.1995882388726407,0.07639141008442749,124824.85986175516,46.908282613754274,51.0,,,,,,200.0,50.0,0.9,1.0,2.0
GA,,1.0559960974781923,0.07732360320512968,13396.502439488826,46.58109979629516,51.0,,,,,,200.0,50.0,0.9,1.5,1.0
GA,,0.7460691106876681,0.020716462170330102,0.7039988998874211,46.19779481887817,51.0,,,,,,200.0,50.0,0.9,1.5,1.5
GA,,0.9260666175932666,0.04090592211310714,2653.963027915778,46.31256031990051,51.0,,,,,,200.0,50.0,0.9,1.5,2.0
GA,,0.8572843035642629,0.025164189807186533,1376.7945433963978,46.70360651016235,51.0,,,,,,200.0,50.0,0.9,2.0,1.0
GA,,0.8994284061927529,0.038029250302903196,5793.09269536599,46.03954472541809,51.0,,,,,,200.0,50.0,0.9,2.0,1.5
GA,,1.2027062377411386,0.030499340115543224,351.010643708322,46.97297201156616,51.0,,,,,,200.0,50.0,0.9,2.0,2.0
GA,,1.083312440161063,0.058243708367106746,3153.5994916646664,63.884632205963136,101.0,,,,,,200.0,100.0,0.4,1.0,1.0
GA,,1.0083451485505097,0.0246406870630952,10.315206407629285,63.56044716835022,101.0,,,,,,200.0,100.0,0.4,1.0,1.5
GA,,0.8477981539350866,0.02784924578875335,31.525408413594725,63.07171115875244,101.0,,,,,,200.0,100.0,0.4,1.0,2.0
GA,,0.924964012503778,0.03225532578423625,5727.791077507795,63.464941835403444,101.0,,,,,,200.0,100.0,0.4,1.5,1.0
GA,,0.7226193262394132,0.36535731194691634,14.215225465562146,61.56202540397644,101.0,,,,,,200.0,100.0,0.4,1.5,1.5
GA,,1.2264710530067906,0.02630568911674409,3132.2715955332883,63.76074628829956,101.0,,,,,,200.0,100.0,0.4,1.5,2.0
GA,,1.0322584743515792,0.03385448455921537,39.66253047172288,64.07346334457398,101.0,,,,,,200.0,100.0,0.4,2.0,1.0
GA,,1.3682290430150648,0.05193069514013048,135.0289746662056,65.12187962532043,101.0,,,,,,200.0,100.0,0.4,2.0,1.5
GA,,1.2466071617516814,0.023863887087113875,1090.9427973836005,63.20253195762634,101.0,,,,,,200.0,100.0,0.4,2.0,2.0
GA,,0.7972930595566856,0.025053117191736612,0.4797002789301196,61.79224491119385,101.0,,,,,,200.0,100.0,0.7,1.0,2.0
GA,,1.165301219738391,0.06953990469477461,13515.061571339145,62.97305588722229,101.0,,,,,,200.0,100.0,0.7,1.0,1.5
GA,,1.3065293666304874,0.11564405652330677,125143.81181788139,64.5018256664276,101.0,,,,,,200.0,100.0,0.7,1.0,1.0
GA,,1.0114990709141922,0.04828306538573425,2741.2408735318722,63.39327306747437,101.0,,,,,,200.0,100.0,0.7,1.5,1.0
GA,,0.9434842125553846,0.01292441670813697,1353.1879766003888,62.39540429115296,101.0,,,,,,200.0,100.0,0.7,1.5,1.5
GA,,0.9656559566371656,0.035697574311422474,5836.143768796404,61.502149963378905,101.0,,,,,,200.0,100.0,0.7,1.5,2.0
GA,,1.3571963669081515,0.03854260486425208,453.7685429355117,63.6257565498352,101.0,,,,,,200.0,100.0,0.7,2.0,1.0
GA,,1.083312440161063,0.058243708367106746,3153.5994916646664,62.85089383125305,101.0,,,,,,200.0,100.0,0.7,2.0,1.5
GA,,1.0083451485505097,0.0246406870630952,10.315206407629285,61.866893434524535,101.0,,,,,,200.0,100.0,0.7,2.0,2.0
GA,,0.8477981539350866,0.02784924578875335,31.525408413594725,62.32180218696594,101.0,,,,,,200.0,100.0,0.9,1.0,1.0
GA,,0.924964012503778,0.03225532578423625,5727.791077507795,62.4305260181427,101.0,,,,,,200.0,100.0,0.9,1.0,1.5
GA,,0.7226193262394132,0.36535731194691634,14.215225465562146,60.28193421363831,101.0,,,,,,200.0,100.0,0.9,1.0,2.0
GA,,1.3958285029302169,0.10419623679225741,128789.80801489754,44.45942649841309,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
GA,,1.051494018295743,0.03694320294690379,2811.270025084385,44.15565266609192,51.0,,,,,,200.0,50.0,0.4,1.0,1.5
GA,,1.2264710530067906,0.02630568911674409,3132.2715955332883,61.925743913650514,101.0,,,,,,200.0,100.0,0.9,1.5,1.0
GA,,1.0322584743515792,0.03385448455921537,39.66253047172288,62.4424708366394,101.0,,,,,,200.0,100.0,0.9,1.5,1.5
GA,,0.8887477649976795,0.05258478250125682,1350.160873319659,44.15056748390198,51.0,,,,,,200.0,50.0,0.4,1.0,2.0
GA,,0.9703693151735301,0.028829625464633028,6036.4429833145605,44.01094136238098,51.0,,,,,,200.0,50.0,0.4,1.5,1.0
GA,,1.3682290430150648,0.05193069514013048,135.0289746662056,64.34253373146058,101.0,,,,,,200.0,100.0,0.9,1.5,2.0
GA,,1.2466071617516814,0.023863887087113875,1090.9427973836005,63.28351273536682,101.0,,,,,,200.0,100.0,0.9,2.0,1.0
GA,,1.4002006407516956,0.028486313191989108,545.7707364518897,44.62035241127014,51.0,,,,,,200.0,50.0,0.4,1.5,1.5
GA,,0.7972930595566856,0.025053117191736612,0.4797002789301196,61.22763776779175,101.0,,,,,,200.0,100.0,0.9,2.0,1.5
GA,,1.165301219738391,0.06953990469477461,13515.061571339145,62.00566000938416,101.0,,,,,,200.0,100.0,0.9,2.0,2.0
GA,,1.1425992695440228,0.04784211713310878,3117.713712366599,44.453443908691405,51.0,,,,,,200.0,50.0,0.4,1.5,2.0
GA,,1.0503561088376123,0.02063777772143068,10.690307505947043,44.096070003509524,51.0,,,,,,200.0,50.0,0.4,2.0,1.0
GA,,0.8065189041668359,0.03523043480914867,26.26766136484373,44.183295822143556,51.0,,,,,,200.0,50.0,0.4,2.0,1.5
GA,,0.9617405824852657,0.027813258427052637,6022.704695884076,44.26888027191162,51.0,,,,,,200.0,50.0,0.4,2.0,2.0
GA,,0.8594673782740949,0.02459022091847068,18.67665087176443,43.91894001960755,51.0,,,,,,200.0,50.0,0.7,1.0,1.0
GA,,1.3958285029302169,0.10419623679225741,128789.80801489754,44.921517515182494,51.0,,,,,,200.0,50.0,0.7,1.0,1.5
GA,,1.051494018295743,0.03694320294690379,2811.270025084385,44.41656413078308,51.0,,,,,,200.0,50.0,0.7,1.0,2.0
GA,,1.2840194542251773,0.02891195600323037,3148.3690219227874,44.24288949966431,51.0,,,,,,200.0,50.0,0.7,1.5,1.0
GA,,1.06621576995274,0.023181720502463,39.86996681619793,44.943131351470946,51.0,,,,,,200.0,50.0,0.7,1.5,1.5
GA,,0.8887477649976795,0.05258478250125682,1350.160873319659,43.895553779602054,51.0,,,,,,200.0,50.0,0.7,1.5,2.0
GA,,0.9703693151735301,0.028829625464633028,6036.4429833145605,44.182214212417605,51.0,,,,,,200.0,50.0,0.7,2.0,1.0
GA,,1.4697959650370496,0.04025320379560652,138.66539828350832,45.36335115432739,51.0,,,,,,200.0,50.0,0.7,2.0,1.5
GA,,1.2812377874656666,0.019576065629692208,1134.2964538175734,45.176642990112306,51.0,,,,,,200.0,50.0,0.7,2.0,2.0
GA,,1.4002006407516956,0.028486313191989108,545.7707364518897,44.93927321434021,51.0,,,,,,200.0,50.0,0.9,1.0,1.0
GA,,0.7641984554896277,0.011673870231089513,0.9108908627026135,44.211041402816775,51.0,,,,,,200.0,50.0,0.9,1.0,1.5
GA,,1.1798569992368608,0.018387502284799892,13807.792528037206,44.28305516242981,51.0,,,,,,200.0,50.0,0.9,1.0,2.0
GA,,1.1425992695440228,0.04784211713310878,3117.713712366599,44.712962007522584,51.0,,,,,,200.0,50.0,0.9,1.5,1.0
GA,,1.0503561088376123,0.02063777772143068,10.690307505947043,44.56716136932373,51.0,,,,,,200.0,50.0,0.9,1.5,1.5
GA,,0.8065189041668359,0.03523043480914867,26.26766136484373,44.624544858932495,51.0,,,,,,200.0,50.0,0.9,1.5,2.0
GA,,0.9617405824852657,0.027813258427052637,6022.704695884076,44.59150390625,51.0,,,,,,200.0,50.0,0.9,2.0,1.0
GA,,0.8594673782740949,0.02459022091847068,18.67665087176443,44.08062505722046,51.0,,,,,,200.0,50.0,0.9,2.0,1.5
GA,,1.3958285029302169,0.10419623679225741,128789.80801489754,44.85480027198791,51.0,,,,,,200.0,50.0,0.9,2.0,2.0
GA,,1.1129692038212107,0.044473770624024155,2825.1281486555904,62.54012107849121,101.0,,,,,,200.0,100.0,0.4,1.0,1.0
GA,,1.009674203662818,0.029456091135189155,1459.3432775428487,60.17352890968323,101.0,,,,,,200.0,100.0,0.4,1.5,1.0
GA,,1.3556911462002696,0.007964782032165406,3174.070462532725,63.754438400268555,101.0,,,,,,200.0,100.0,0.4,1.0,1.5
GA,,1.0415473418307521,0.03282955183475474,6085.222557611634,62.610256385803225,101.0,,,,,,200.0,100.0,0.4,1.5,1.5
GA,,1.134601409541793,0.00765549858779483,40.04479637025206,64.92159929275513,101.0,,,,,,200.0,100.0,0.4,1.0,2.0
GA,,0.8684598025035666,0.017581189354838156,0.32833830236432343,59.524559307098386,101.0,,,,,,200.0,100.0,0.4,2.0,2.0
GA,,1.5374956105117108,0.03717804472729203,139.52747030090893,65.09586997032166,101.0,,,,,,200.0,100.0,0.4,1.5,2.0
GA,,1.488762609384367,0.013869362626305776,549.2862054685422,64.70249371528625,101.0,,,,,,200.0,100.0,0.4,2.0,1.5
GA,,1.2689815635779484,0.03864197108502659,13885.888178304003,63.460201787948606,101.0,,,,,,200.0,100.0,0.7,1.0,1.0
GA,,1.328567988475419,0.04594235783348203,1161.2979202202791,66.57280893325806,101.0,,,,,,200.0,100.0,0.4,2.0,1.0
GA,,1.2113826687024656,0.0168041201520974,3128.9447487914535,65.38812007904053,101.0,,,,,,200.0,100.0,0.7,1.0,1.5
GA,,1.1218718545934716,0.020736106175178074,10.76649260464919,64.21884512901306,101.0,,,,,,200.0,100.0,0.7,1.0,2.0
GA,,0.9162199382416791,0.0174494372153401,42.04000149768176,63.20127191543579,101.0,,,,,,200.0,100.0,0.7,1.5,1.0
GA,,1.0250019047385348,0.009301644234202766,6031.737080604018,63.100978231430055,101.0,,,,,,200.0,100.0,0.7,1.5,1.5
GA,,0.957197500388968,0.009173452543334685,21.162616687174733,61.371074771881105,101.0,,,,,,200.0,100.0,0.7,1.5,2.0
GA,,1.4536619809987108,0.1144108314674862,128846.19625408603,65.61783418655395,101.0,,,,,,200.0,100.0,0.7,2.0,1.0
