Generation,Mean Fitness,Std Fitness
0,0.31130515894315786,0.010137263781824297
1,0.3259247591930277,0.013371894005323027
2,0.3422567864590868,0.016204239532446152
3,0.35659712250649095,0.017978581756117305
4,0.3737433643361977,0.02433844741057162
5,0.38852808653862936,0.023278077990955617
6,0.409516104685279,0.021384744325607646
7,0.4341590258778882,0.029191054112105735
8,0.4584598523173131,0.03676563877796689
9,0.48449862354932605,0.04502871437113129
10,0.5037690836221582,0.04203928972954118
11,0.5240139501949544,0.0478578903243988
12,0.5465336064400463,0.04938899282075236
13,0.5659582680881645,0.05329920141703326
14,0.5893206761349242,0.05545142382890632
15,0.6092619924466214,0.05611464474625499
16,0.6291071296981876,0.05547372043272385
17,0.6505025865918556,0.05091214730175077
18,0.6625732245962228,0.046660986002674085
19,0.6756910752486253,0.041289266976186206
20,0.6936680031921779,0.036810380865107795
21,0.7076078504466954,0.03362739658695298
22,0.7189175729568728,0.02473335015135975
23,0.7284457577866423,0.02437571026456559
24,0.7453157718289325,0.02098616760367217
25,0.7528900642982106,0.019048810906296357
26,0.7603289802311082,0.017812506414726356
27,0.7689470179971819,0.020968652033358084
28,0.7740155717516226,0.02050994899086404
29,0.7807713903668937,0.019137290093724255
30,0.7845651636366675,0.019960045859438467
31,0.79258797541746,0.024150866939241258
32,0.7980397512795396,0.0243605871122113
33,0.8036296037603593,0.021996786436735284
34,0.8090030736098993,0.02051514370026112
35,0.8141124020576844,0.02098798648336767
36,0.8198145936723498,0.019133641566813773
37,0.8219587452258462,0.01720541417387085
38,0.8260858356625612,0.017821669441849333
39,0.8281763281968487,0.01868006970885486
40,0.8323587359849683,0.02112305200342606
41,0.8372493996879661,0.019214569759619972
42,0.8427993290039407,0.01850649130922555
43,0.8462683238930712,0.018067764357624062
44,0.8479831571176718,0.017054515463809122
45,0.8516200024737389,0.016828216420938385
46,0.8538260328322468,0.016397293799824735
47,0.8549499036253116,0.01676061877940499
48,0.8574544003329756,0.01569475175525733
49,0.8609950899970961,0.017479562041418314
50,0.8641494776881622,0.016888194691500096
51,0.8682540108416114,0.016358339994543062
52,0.8705400493806962,0.015486184274984868
53,0.8720604333470919,0.015278334765082374
54,0.8741043431841483,0.015071177870398607
55,0.875412801154417,0.015512970937564057
56,0.8797490434060969,0.018021983532107422
57,0.882603868308359,0.017619278464200396
58,0.8849874150623666,0.01786372308350993
59,0.8868030335637177,0.01759951390654583
60,0.8884148567942788,0.017233190742276243
61,0.889164394121378,0.01644407590537347
62,0.8918366334737227,0.016241734181070683
63,0.8943932687133986,0.015206564770988279
64,0.8963316616739905,0.01604855065173039
65,0.8978817239054004,0.014883813700602686
66,0.8997256971031573,0.014399191102218815
67,0.9020957007310577,0.013815193910319875
68,0.9042435395697339,0.016026830213836774
69,0.9057434262983719,0.015169334076056954
70,0.9067063335611827,0.014898617432863767
71,0.9086450007267637,0.015006288852788704
72,0.9105263992034899,0.015435379834494027
73,0.9124612024240956,0.015736496304940877
74,0.9141759666139998,0.014715688287306954
75,0.9147359254264081,0.014709992369245337
76,0.9159527536141651,0.01469396492888978
77,0.91951303506904,0.01456608103763286
78,0.920649970409319,0.014335397572275158
79,0.9218868225377108,0.014523116637626083
80,0.9228490476388285,0.0147938742445768
81,0.9254061239072942,0.015353181744007224
82,0.9259607753770224,0.014598594904006792
83,0.9278059129781852,0.014821734111413007
84,0.9285414623765268,0.01494131881759756
85,0.9288915682017105,0.01494858470628832
86,0.9301428236946065,0.01491794365365409
87,0.9307800430643063,0.015002873880714668
88,0.932670493776449,0.014964521434719616
89,0.9345950600158921,0.014557925805341015
90,0.9355859752393516,0.015744464297920258
91,0.9364672103384459,0.015876118184047203
92,0.9367271100578116,0.01601702811891262
93,0.9383454331217379,0.016267375993375317
94,0.9391857228761928,0.016697525363225756
95,0.9409613310681445,0.015798409078968168
96,0.9416741192926378,0.015482440336637452
97,0.9421623669612599,0.015304118209147908
98,0.943802710011717,0.014176742009035586
99,0.9438747265618739,0.014104918046323077
100,0.9446481672156939,0.014542632961662303
