Generation,Mean Diversity,Std Diversity
0,0.0028822262624860905,9.154055947015611e-06
1,0.002152845186281982,3.200472981647684e-05
2,0.0021823599830038793,7.255858445379584e-05
3,0.0018997671030508026,8.009078314613643e-05
4,0.0017722889309083254,0.0001443219993457244
5,0.0016261356664564854,0.0001367359244089919
6,0.0016001576264770114,0.0002673035585289022
7,0.001718649670133576,0.0005298651719658387
8,0.0018774210079137376,0.0006849034978109526
9,0.002132469360479596,0.0007525798152201964
10,0.0024088885318562245,0.0008130839083536266
11,0.002737349343209669,0.0008409366559537954
12,0.003078995979750647,0.0008670104471141003
13,0.0033764058995635732,0.0009149167782715572
14,0.003690561086418453,0.0009747186921989913
15,0.004045746908531388,0.001072446996179805
16,0.004371124350723254,0.001096864761521542
17,0.004679208921142295,0.0011937917798934426
18,0.0049696994595187375,0.0012790800669125212
19,0.005281224412577851,0.0013830423440285664
20,0.005581776114865905,0.0014486022179957603
21,0.005861504271658285,0.0015079903471586214
22,0.006145424164278256,0.0015907605392397775
23,0.006414665063185076,0.0017388232194007684
24,0.006657475675462518,0.0018296592529281643
25,0.006877989203468789,0.0018769821888559794
26,0.00713853421142491,0.001939613276622538
27,0.007344431540947974,0.00198951556125978
28,0.007571235350057011,0.002080801964666153
29,0.007695173874885026,0.0019764142900855013
30,0.007874166330794859,0.0019664988075357723
31,0.008002012305032386,0.001987114025968396
32,0.008121752431251185,0.002007312512999245
33,0.008347399074024696,0.0020110958492471883
34,0.008427207756435677,0.0020236993437550478
35,0.00855213452674692,0.002106815122798876
36,0.008668361809009224,0.002203224896121014
37,0.008735468470476732,0.0022969646629542985
38,0.008876100105432626,0.0023770618077107917
39,0.008915962816719466,0.0023713723218335638
40,0.008982500623058701,0.0023862282958513987
41,0.009194822800803241,0.0026119653124450234
42,0.009316469116545914,0.002770828407420126
43,0.009395973218688214,0.002772552754753708
44,0.00953935988112799,0.002848079188556268
45,0.009559093814917374,0.002924391995257135
46,0.009663398132516902,0.0029016456361419074
47,0.009703226262152639,0.0028290196107506787
48,0.009683484137334266,0.0028098788482007263
49,0.009842210767128096,0.0027849022842968375
50,0.009858522199523472,0.002760722076162935
