Generation,Mean Diversity,Std Diversity
0,0.0028822262624860905,9.154055947015611e-06
1,0.0021604816240595646,4.0399192186972056e-05
2,0.00220199588617181,7.011519380872774e-05
3,0.0019131254853988677,8.225751708289923e-05
4,0.0017681551964894935,0.00010019037853100351
5,0.001649757156012424,0.00014867413796973067
6,0.0017126593708211442,0.00032876583513091
7,0.0021094780834181905,0.0004686866074970878
8,0.002511813496149561,0.0004894503920252893
9,0.0028130483061906144,0.0005172563896673895
10,0.0031646740077315464,0.0005937032305940324
11,0.003525449123402003,0.0006626074420530598
12,0.003865546512731818,0.0007334811392523619
13,0.004214843861590606,0.0008627225960018012
14,0.004602753050158501,0.00093249393138303
15,0.005027452220484035,0.0010570423862343594
16,0.005384360877085747,0.0012006897546126714
17,0.005769042968160233,0.001238706994488985
18,0.0061346008078563856,0.0013395374579762778
19,0.006518487583543263,0.0013935646805640436
20,0.006910674028525275,0.0015612107653640872
21,0.0073369265044181285,0.0018064278111411432
22,0.007673149880116804,0.0018804267026026379
23,0.008018820567767914,0.0019444253745622088
24,0.008325913420282646,0.0018671086795392967
25,0.00860071154368427,0.0020327684743660806
26,0.008836723608707655,0.002095038675081617
27,0.009126923900638203,0.0021799228794367478
28,0.009286598479522505,0.002185831251923837
29,0.009416389741598905,0.002134438527311301
30,0.009539162772871887,0.0021794548178496586
31,0.0097673559426625,0.0021690380360503215
32,0.009849188682652473,0.0021685517142905073
33,0.010021308977937127,0.0024274484928854907
34,0.010247685618404816,0.0026562855344260884
35,0.010275085306649154,0.00282488006769795
36,0.010534344774934791,0.002967870153159402
37,0.010693794594887214,0.0029945283745156943
38,0.010678120970213652,0.0027796218182671423
39,0.010910327426742765,0.002833543057451277
40,0.011020241667679242,0.0028846644247826165
41,0.011085764984887555,0.0029853220657603706
42,0.01116636703843787,0.0029835720176500965
43,0.011217966354242324,0.002981107752543843
44,0.011263001608130704,0.003017729400325638
45,0.011287382590708226,0.0030518262409111397
46,0.011391685526920596,0.0030537626077120385
47,0.011541488665992642,0.0033339731369496353
48,0.011587743136324005,0.003428302525061814
49,0.011619111155792344,0.0034365266876627185
50,0.011612879088236012,0.0034564860619536054
