algorithm,quality,run_id,sharpe_ratio,annual_return,runtime,repair_method,mean_sharpe,std_sharpe,mean_return,mean_time,mean_generations,pop_size,mutation_rate,gaussian_stdev,num_elites,max_generations,swarm_size,max_iterations,w,c1,c2
GA,worst,1,0.7176904678282909,13693.215444127389,1.6153631210327148,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,2,0.7426477939026128,23159.278289955826,1.6030399799346924,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,3,0.7129760914150627,22331.165691462964,1.581827163696289,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,4,0.6882757882722387,33294.980429298885,1.5725219249725342,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,5,0.7153836111010744,30998.47638112088,1.5873239040374756,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,6,0.6961659801234753,20153.28131891372,1.5253350734710693,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,7,0.7292846897240515,30240.428941899856,1.6510121822357178,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,8,0.7464923422565934,25429.898180271328,1.584954023361206,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,9,0.8297291331514397,34243.23689069161,1.581800937652588,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,10,0.753366353764099,34481.75317707641,1.5355241298675537,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,11,0.793799090287507,31749.731090845158,1.51808500289917,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,12,0.7405325658486794,32536.893410285218,1.5291707515716553,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,13,0.6829978738503644,23820.086814486338,1.5274879932403564,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,14,0.7214431528481089,28675.592598210475,1.5846171379089355,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,15,0.7580499774881564,32375.864141390884,1.6158447265625,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,16,0.6810469305739961,27117.150054627084,1.5431110858917236,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,17,0.7153615948345252,31789.639360076257,1.5525619983673096,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,18,0.7241113289365347,34445.76425889761,1.5311341285705566,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,19,0.785807049574828,31527.997482555562,1.8039631843566895,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,20,0.7403596380840156,29166.48123589996,1.5814077854156494,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,21,0.6787788376327137,25073.027403030206,1.600477933883667,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,22,0.7974823770330985,35695.65999371838,1.837496280670166,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,23,0.8130026601485327,29800.4668192227,1.6696929931640625,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,24,0.7329790247780681,30049.022882137913,1.5866918563842773,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,25,0.68730228146452,32915.439856343844,1.587980031967163,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,26,0.6773253734662821,23388.537269145952,1.5762341022491455,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,27,0.7795330164323534,32087.858355073884,1.580482006072998,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,28,0.7610849325606821,28489.52915342937,1.6101510524749756,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,29,0.8348734101116695,26937.186011526235,1.5597047805786133,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,30,0.7355076094969475,30493.573480562136,1.5351769924163818,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,worst,31,0.711506992328899,30074.60440730968,1.629488229751587,normalize,0.7153947505038558,0.0172585447875666,24695.42324719319,2.2725918769836424,51.0,200.0,0.1,0.1,2.0,50.0,,,,,
GA,median,1,0.8923721727996474,32041.469747501316,1.6941261291503906,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,2,0.9134519547713444,36450.721047677376,1.5956189632415771,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,3,0.8873655471490571,34681.66262570606,1.5753660202026367,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,4,0.8539693819015604,27600.801528610365,1.5666930675506592,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,5,0.8170684097630907,31747.562820741798,1.6146109104156494,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,6,0.8718758110553287,35396.380811462885,1.555880069732666,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,7,0.8711764157425714,37323.002461808814,1.724837064743042,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,8,0.9308323148805504,32255.239796634276,1.57230806350708,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,9,0.8772269610778634,35376.870402735454,1.6072490215301514,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,10,0.8445318072429616,35246.59755064084,1.548011064529419,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,11,0.8658135931930651,33442.797756889224,1.5235588550567627,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,12,0.9413530815299918,36136.49268128096,1.5480408668518066,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,13,0.8176588734019309,33731.25698068847,1.5455660820007324,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,14,0.9078337967925123,35459.6796236173,1.5889699459075928,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,15,0.9067938347493911,35322.55594655317,1.6566121578216553,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,16,0.9871397299564979,34436.91501605898,1.538010835647583,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,17,0.8167312004888365,31235.17313026293,1.5485079288482666,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,18,0.9601399899463359,35521.772055390924,1.594074010848999,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,19,0.8881612645616294,30891.315962718083,1.8122148513793945,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,20,0.8477870536637362,30071.714369792255,1.5500988960266113,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,21,0.8546891657897784,26644.610044003202,1.616274356842041,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,22,0.8424718439704308,35286.049260722546,1.9211339950561523,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,23,0.9211089785465297,32608.164852802496,1.6258831024169922,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,24,0.8312422315188144,34059.34421556792,1.5704340934753418,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,25,0.8947156970937125,36105.23642792597,1.6048572063446045,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,26,0.852101699503856,35563.61127935603,1.598181962966919,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,27,0.9158201399827683,36613.332374268815,1.62872314453125,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,28,0.8623883229683871,31809.731071599374,1.5881032943725586,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,29,0.8464174627216647,35311.7750556114,1.5779330730438232,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,30,0.8647074304950735,33955.04570410539,1.6027860641479492,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
GA,median,31,0.8339454552634737,29577.828093467248,1.6074459552764893,normalize,0.907520368983354,0.0161822347693327,35026.86303367051,2.5248826503753663,51.0,200.0,0.1,0.01,2.0,50.0,,,,,
PSO,worst,1,1.1337305079004452,31923.598297239667,2.9970011711120605,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,2,1.1810803314158744,37739.361671338105,2.9001128673553467,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,3,1.1791980849066999,36671.968637354905,2.795492172241211,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,4,1.166201547988205,37088.72450594941,2.9777779579162598,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,5,1.2329365585942873,37626.87540110043,2.7453770637512207,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,6,1.1296645833516539,36602.07883090119,2.6412789821624756,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,7,1.1924294605835897,36773.968654365286,2.7817721366882324,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,8,1.2016670783178793,38857.93330313998,2.8431289196014404,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,9,1.2090718317907752,39019.26719343676,2.9012539386749268,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,10,1.1530125579976374,32486.239402174866,2.8312761783599854,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,11,1.1826860746820147,39052.889571783904,2.9903571605682373,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,12,1.1998790497212262,38737.41760863864,3.1616897583007812,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,13,1.2518042434644798,37459.109681172195,2.907792806625366,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,14,1.1747279004121256,38077.10176662656,2.776003122329712,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,15,1.201709202617796,35909.47264376127,2.677638292312622,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,16,1.1463155199813622,33186.34667007588,2.7772538661956787,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,17,1.2143892777572518,38410.57460218543,2.7773821353912354,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,18,1.1020966463737665,35179.41304445059,2.7992210388183594,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,19,1.2395797684545498,38180.65130972947,2.821382761001587,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
PSO,worst,20,1.214989739732394,37513.500144982914,2.755511999130249,normalize,1.1786294061611025,0.0320186194558973,36210.105702596506,4.192363929748535,51.0,,,,,,200.0,50.0,0.4,1.0,1.0
