Generation,Diversity
0,0.002876453866383415
1,0.004615892470742425
2,0.005560038240594855
3,0.006334796672161251
4,0.007131142195941718
5,0.007435609689815778
6,0.0076796981153602365
7,0.007845657242342312
8,0.007874004309491056
9,0.00811871959678073
10,0.00821390748668771
11,0.008007496697684614
12,0.00760557923745915
13,0.007819143870847239
14,0.007874155497218682
15,0.007634118632016602
16,0.007837601496630157
17,0.007755068789236581
18,0.007779039412697934
19,0.007773677439236277
20,0.007808344310109392
21,0.007814454820155125
22,0.0076896212117713554
23,0.007607465152376782
24,0.007676776264386849
25,0.007879179883542375
26,0.007932012379345576
27,0.0077974743731842955
28,0.007574321573293713
29,0.0077631430730166215
30,0.0077621810772835875
31,0.0076677175859899424
32,0.007883635013742691
33,0.007734123547502454
34,0.007621102425376927
35,0.007643707301784875
36,0.0077111116390182624
37,0.00775563993755728
38,0.007582145981587275
39,0.0077060437405965555
40,0.007630532823802304
41,0.00775355501365893
42,0.00762459259676943
43,0.007628803853145663
44,0.007804006347275635
45,0.007938400516869261
46,0.007644042863874529
47,0.007488386143155716
48,0.007438855221030283
49,0.007335905240555572
50,0.007304146855938285
