Generation,Mean Fitness,Std Fitness
0,0.30515527050193625,0.007401893089010871
1,0.3226921446112652,0.015651195469196844
2,0.3347868438933177,0.012853343254673051
3,0.35382638939887584,0.022643780471176482
4,0.3793544812595877,0.03232359488980861
5,0.39858982659723746,0.030689291941065188
6,0.4278338939330205,0.036870510111646784
7,0.4564724571377202,0.040377042290566365
8,0.4831613358531831,0.039285297295468424
9,0.5121769804489805,0.044855991793223464
10,0.5456187557949435,0.04589652078482477
11,0.5763134039872213,0.04877476797307569
12,0.5971922693831806,0.045530707376647404
13,0.627958280711391,0.0461165181358996
14,0.6632997863932449,0.05146073604442281
15,0.6950319371928064,0.06185953159445883
16,0.7266757297603997,0.060350531514989626
17,0.7466407531992268,0.060816769710546004
18,0.7676939379895802,0.05492345129238533
19,0.7907439854436632,0.056179910871024
20,0.8113090156583019,0.0484678781032713
21,0.8239406475938222,0.04371569776204345
22,0.8427924378593659,0.04305055108499963
23,0.8612117544279703,0.041827993052938786
24,0.87916601011295,0.03759783349486583
25,0.8965897507191377,0.04062403981505487
26,0.9077934694484721,0.043626747050808906
27,0.9239318820446155,0.04181672791169041
28,0.9328980593829862,0.03925639841249289
29,0.9404889078372471,0.03741494863192149
30,0.9528964418894749,0.03834580151105032
31,0.9638574732043824,0.035130635395969806
32,0.97005374063798,0.03331483806333319
33,0.981242645099906,0.03432687732981472
34,0.9887023845193592,0.031731463468956056
35,0.9976053021680286,0.032564017727932514
36,1.0045263329369496,0.032136672973511735
37,1.0087620474346974,0.03111830761904649
38,1.0199188162222648,0.032710507100098346
39,1.024436350299401,0.029730375770769875
40,1.02959054598845,0.02925345622618975
41,1.0343524940434836,0.02956532012754082
42,1.040912930561321,0.028874705748281063
43,1.0462426436547447,0.027887998811258124
44,1.0515599651732814,0.02713687375073801
45,1.0545202441950154,0.026515959109525707
46,1.0581727566631687,0.023601816829429318
47,1.0626457444971344,0.021624944122711834
48,1.0672014273923833,0.018551660324827832
49,1.0714310441154051,0.01815068346766109
50,1.076210369092557,0.017332562885042112
51,1.0787212753758197,0.01605447640310198
52,1.082396128273911,0.014137648672468563
53,1.0861431040232525,0.01490017580331405
54,1.0891420432107835,0.016759825032934658
55,1.0913773587251971,0.01554002113087558
56,1.0929413250538476,0.01474771142268831
57,1.0964716369398373,0.014940776472100778
58,1.099347283660643,0.014569967099362974
59,1.1013835806702998,0.015182822362146327
60,1.104872868974462,0.01622930507144387
61,1.1080351226991056,0.015886632551792974
62,1.109570021338328,0.015063932690817444
63,1.114530170945906,0.016219674354536417
64,1.1154669575446263,0.015887080648221398
65,1.118974200763449,0.015266055559226442
66,1.1207314457705306,0.014390762473044593
67,1.1217427593686893,0.014123354960003932
68,1.1247293113617856,0.013462393140341897
69,1.1268818093368485,0.01457997316942975
70,1.1289298073202685,0.013901932721809129
71,1.1310748744761985,0.01441481446810688
72,1.1333566796877255,0.015183477500302385
73,1.1346972977300551,0.015444084349634289
74,1.136682950828794,0.01461815558504647
75,1.137463060883716,0.01519142694189819
76,1.1381773151221102,0.015072987643898474
77,1.1401835357831516,0.014965954420691204
78,1.1411654006118088,0.015289133449116234
79,1.1419843725745944,0.014285941720708496
80,1.1437807737292853,0.01598666460076601
81,1.1445552749013694,0.01562864941988031
82,1.1459995890881198,0.016124125891646877
83,1.147705067617623,0.016878226848211164
84,1.1478991622260173,0.01675275675231704
85,1.149800948977449,0.016753454033833937
86,1.1503524160719532,0.01702007409411996
87,1.1517941107117875,0.016468490837673103
88,1.154713418726932,0.016718355996869366
89,1.155040867932511,0.016206256267729775
90,1.1563577524751945,0.0158410616531775
91,1.1569362867299955,0.0163397208395863
92,1.1580644883554727,0.015895989645704888
93,1.158952861973744,0.015126893201953318
94,1.1592956914812478,0.014897541599860354
95,1.1608332812316855,0.01537753373376375
96,1.1619853251114873,0.014717051436502777
97,1.1628141046432172,0.014527192109915649
98,1.163335088486513,0.014353533038795826
99,1.1642638459361996,0.014044442383483426
100,1.1656325906733032,0.01306438824440492
