Generation,Mean Fitness,Std Fitness
0,0.28054152955195627,0.006152690261580273
1,0.30743465594239683,0.006845733184449779
2,0.3406846491042226,0.008200096093300326
3,0.3701146003892431,0.010552775228351805
4,0.3996307122995625,0.014112921950991458
5,0.42559171713054383,0.016536894573162084
6,0.4521651332449637,0.019718220080175257
7,0.4764229826928632,0.019847690891623485
8,0.49899201669727883,0.022380305129017806
9,0.5200315161369693,0.02423074898235533
10,0.5385740811132355,0.024359792248885574
11,0.5550156525662449,0.025726396791426534
12,0.5707355514380563,0.026912194446209608
13,0.5862777967563774,0.028233372982238606
14,0.6008941116843737,0.030971508914443245
15,0.6152043949366979,0.03277227073388708
16,0.6273253038095103,0.034158888393945305
17,0.6408988764578333,0.031434074882225604
18,0.6528537237283795,0.030549500723650532
19,0.6648722733490204,0.03144722617673254
20,0.6725364281177098,0.03394608847200904
21,0.6820565914873707,0.03452556287074296
22,0.6893850858541136,0.03421053963955762
23,0.6946897604694111,0.03430739913063404
24,0.7012362213535911,0.03547574933740118
25,0.7079047977016093,0.03508466063198287
26,0.7134268466998471,0.03403062341054123
27,0.72098599086556,0.03512824674548046
28,0.7278522174273022,0.03474901020528272
29,0.732098252784618,0.03617650694611283
30,0.7378362107321482,0.03533417061926308
31,0.7385604926560074,0.03416148907507916
32,0.7424849353217426,0.033209964597839724
33,0.7465026083220004,0.03281005157312824
34,0.750917690896288,0.034325149625962253
35,0.7547449209939329,0.03332037525088596
36,0.7579821866638601,0.03798914336888969
37,0.7619298299486695,0.03424022422030008
38,0.76295594833394,0.03038846719175301
39,0.7610703024420382,0.042870246418320615
40,0.7671881385974958,0.035619609401403886
41,0.7740409758403162,0.03200762677177007
42,0.7469997911733476,0.1398329626041198
43,0.775991253770054,0.03427554167523211
44,0.777409869832519,0.03152146108071835
45,0.7827567450149682,0.032802405067168174
46,0.7842739046337348,0.033017923803168876
47,0.7888365385710341,0.03259434942860551
48,0.7920410364507913,0.03217948300599155
49,0.7903407087479454,0.036662651448347926
50,0.7891659095636647,0.05064324037447708
51,0.7945463669548203,0.03424817923924166
52,0.7960970524062566,0.033772891051133895
53,0.8011754106331267,0.034115493311452534
54,0.8017851900357322,0.033662824021419686
55,0.728470533108416,0.24074145569063188
56,0.8064850089456717,0.03575196948716692
57,0.8097590467829576,0.03602426974977687
58,0.7860447189791553,0.14735969697067994
59,0.8153129094222853,0.03339267995320365
60,0.8176652263449482,0.03338271154075667
61,0.7886114364279048,0.1486428575253099
62,0.8195412418529742,0.03692255723634511
63,0.8196140552340516,0.04097995664013824
64,0.8216343519653995,0.034100975918899865
65,0.7724992695020997,0.20566696935537884
66,0.8193516833778353,0.04325864546107475
67,0.8250296089491426,0.03601882615576122
68,0.8006979885084933,0.1505216134118682
69,0.8282398408220913,0.034162877293308726
70,0.8305726372352275,0.0348754349024799
71,0.8306296699810253,0.033708103446980865
72,0.8319340665915516,0.03376240795598774
73,0.8338424533225945,0.03338614869383272
74,0.8331730501424419,0.04009759000092885
75,0.8337345309264992,0.036323246340448534
76,0.7841003633074892,0.20810848134592244
77,0.8136167180551587,0.15187767354687387
78,0.8399386481138692,0.031012986570964136
79,0.8364530104830137,0.0348887372487901
80,0.8412843319486251,0.03238365085809679
81,0.7876914667083134,0.208810519468274
82,0.8166230710973076,0.15284506181949234
83,0.8185370514490634,0.1524911162918899
84,0.8175285450912022,0.15308334986858974
85,0.8476019800750688,0.03042871972843223
86,0.7909846416806839,0.21034193382953617
87,0.8492790921652766,0.0304861115044261
88,0.8500723362032822,0.032184311544297926
89,0.8250517175145623,0.15348772618500006
90,0.826640794059703,0.15391294607198627
91,0.8292716833402833,0.15422311742152803
92,0.828411519191742,0.1545162941777838
93,0.8594340233090477,0.028386781481863327
94,0.8555849784693563,0.03809652370475198
95,0.8331822097523984,0.15482841253163115
96,0.8071649938039044,0.21412911245886956
97,0.8636976288816822,0.029947373597767387
98,0.8114884463301334,0.21474077198552394
99,0.8664873452876743,0.0303590323237525
100,0.8655547727371256,0.029475846078568867
