Company Symbol,Mean Excess Return,Volatility,Sharpe Ratio
ELS,0.2160774307346561,0.171308168180714,1.2613375826114417
REXR,0.2115477953030189,0.1838484327528912,1.1506641211750668
ADBE,0.2933992366310685,0.2618716403798775,1.120393320198615
MA,0.2353544373801752,0.215179328767381,1.0937595108617726
MSFT,0.2497967360483485,0.2323170476106867,1.0752406619205754
RSG,0.1510021552380307,0.1415519722608935,1.0667612243488889
SUI,0.1856934463199841,0.1747856781963014,1.0624065325960643
BRO,0.166200408454348,0.1598595926765538,1.039664906382088
PCI,0.107369929807622,0.1033951328213553,1.038442786210588
TRNO,0.1939346722939454,0.1868841430412166,1.0377267388125802
NEE,0.1654535078306609,0.1607819355784061,1.029055330348208
WM,0.1512667645441186,0.147969232214734,1.0222852567390446
SPGI,0.2152585466248459,0.211919631191292,1.015755574010697
SNPS,0.2119480778614715,0.2102073041687174,1.0082812236217868
CDNS,0.2470475575176342,0.2495435813367181,0.989997643675251
V,0.1967785463578964,0.2034267682481762,0.967318844282238
UNH,0.2097583996100708,0.217230581415203,0.965602532772077
AWK,0.1602477953099515,0.1683289712837311,0.9519917699719193
ADC,0.1816842465890304,0.191160240729154,0.9504290531128294
ANSS,0.2109332836060465,0.2241709119541969,0.940948501155872
MPWR,0.2648481737010383,0.2893737443649543,0.9152460403146156
CIM,0.1434227572159881,0.1600920166225929,0.8958770102452919
LRCX,0.2867916656841769,0.3242035568110524,0.8846036993089521
OGS,0.1627741317765546,0.1850618577874091,0.8795660744070903
AJG,0.1390106764718968,0.158969588880033,0.8744482353590391
ACN,0.1678250168357327,0.1926248373956457,0.8712532563546057
EGP,0.155822890549292,0.1791657584527975,0.8697135652198001
AMT,0.1644050094831717,0.191064900286428,0.8604668321429519
DHR,0.2479471235624744,0.2903768803290903,0.8538803891049133
TMO,0.1731748127636109,0.2092999296410375,0.8274002435672889
PDI,0.0969202013552591,0.1172060725364837,0.8269213297381836
AON,0.1413231157373674,0.1727749307394023,0.8179607720435215
PSB,0.1472057173284671,0.1805176242737434,0.8154645172220913
ATO,0.1334640217895308,0.1643206819344034,0.8122168202953874
BST,0.179673544180514,0.2214722759174632,0.8112687849357432
NOC,0.1630862160302225,0.2015585348702913,0.8091258260791244
CINF,0.145538533287696,0.1799759833583065,0.8086553026241815
MCO,0.1753425673612536,0.2168349253035509,0.8086454113228693
LMT,0.1402358328787393,0.1749738178084708,0.8014675260286299
CCB,2.7762441652788614,3.479438402384868,0.7979000758789048
JPM,0.1667210355762437,0.2092479452089891,0.7967630717220612
IEX,0.1477881381064243,0.1889559808817166,0.7821299829558573
PFN,0.0774517308642567,0.0990430200839859,0.7820009002005363
MMC,0.1250591044618383,0.1599837700038812,0.7816986964290464
PLD,0.1544502328813193,0.1987909394425192,0.7769480506226941
FR,0.1418926943404553,0.1837137475085286,0.7723575195910051
HD,0.1440002806240277,0.1877679941550552,0.7669053571777258
TXN,0.1889649848794202,0.2479083876221434,0.7622371582176418
AWR,0.1679972680583751,0.2212022246016651,0.7594736823325352
CHTR,0.2081464262545762,0.2743213661859833,0.7587685536439694
EFSC,0.1740760378378344,0.2303801251408697,0.7556035388529837
VFF,395.34502265662985,532.4913935749291,0.7424439670328666
MKSI,0.2443739254003383,0.3305191834661319,0.7393638179714889
FBGX,0.2154843394002578,0.2917909377996879,0.7384887996356697
ROST,0.1762721500970507,0.2388835044679926,0.7379000508621094
FLGE,0.215026053276424,0.2929963238851377,0.733886522619717
PAYX,0.1265666561477962,0.1726050024840752,0.7332733948975405
ADP,0.141374855149218,0.1934286327750809,0.7308889750237182
CENT,0.2884803194233842,0.3947156339678526,0.7308560761160005
CMS,0.1192000328581576,0.163355163138008,0.7296985939615108
WEC,0.1203419750027729,0.1653955668241797,0.7276009708936151
KLAC,0.2142497160840352,0.2950077278675919,0.7262511990201044
ANTM,0.1771319409020051,0.244151750040227,0.7254993702597684
XEL,0.1166315046972199,0.160781341298434,0.7254044763859419
CCI,0.1303715087338697,0.1799885038195969,0.7243324210558555
GOOG,0.172471265178137,0.2392018426311244,0.7210281629983373
RTN,0.1384984325718089,0.1927032844347971,0.7187133990893191
GOOGL,0.1701577930013227,0.2369171459889542,0.7182164561836143
LBRDK,0.1716855144186058,0.2421368347133074,0.7090433581569006
CAPE,0.096992467609937,0.1369249868617298,0.7083620735190023
SSRM,0.3559284688471794,0.5098638465057828,0.6980853247125508
FFIN,0.180575099817957,0.2587161123986466,0.6979661921469938
NZF,0.0516423440473949,0.0744169294315848,0.6939596196974557
AEIS,0.2353908721989851,0.3412107745740765,0.6898693996190968
LBRDA,0.1696755584257611,0.246022617432409,0.6896746331559412
HON,0.1174115146623921,0.1718984519203153,0.6830283423193306
FBNC,0.1490746100372955,0.2183955392318589,0.682589995022888
MAA,0.1237419090528407,0.1821489423552839,0.6793446475877992
MLM,0.192215333758986,0.2844325544960394,0.675785280976558
BXMT,0.094923788263751,0.1405087417164551,0.6755721181768608
ARE,0.1247253311705492,0.1846979874668149,0.6752933958901906
ODFL,0.1707705878879196,0.2533029727245184,0.6741752220714857
CENTA,0.2564443986660114,0.384009500134512,0.6678074333478293
GL,0.1128431538759223,0.1712665268446396,0.6588745387374229
APH,0.1244747260358893,0.1890137514822766,0.6585485186116793
MCHP,0.1888599273428835,0.2871768980201522,0.657643176191807
CWT,0.1543668047805996,0.2361333964358076,0.6537271182755545
FBK,0.6142673023787735,0.9401362448094456,0.653381151689645
PKI,0.1469055052445198,0.2248995752873087,0.6532049029298893
STOR,0.131833078124972,0.2024613307988716,0.6511518896215159
DRE,0.1205210774310894,0.1856961912555144,0.6490228831094048
NVG,0.0499434890326206,0.0769709593058987,0.6488614599973316
GOLD,0.2842600720640693,0.4383183146504201,0.648524286033497
ITW,0.1283887609959579,0.1986941831415274,0.6461626554236276
EXR,0.1312845814102474,0.2034673844853094,0.6452364920419289
SFBS,0.1658006228695655,0.2574178711490549,0.6440913450549071
AEE,0.1059341877296953,0.1670129811274678,0.6342871495051279
IVR,0.1085073568388858,0.1713026325421082,0.6334249230654023
AMAT,0.2054200492930437,0.324360844488485,0.6333071725010146
ADI,0.1682528786354278,0.2664117333627623,0.6315520585811605
WB,0.334529794351595,0.5324151400086066,0.628325096739712
BSBR,0.2577500817419172,0.4141357505943649,0.6223806598971375
MAS,0.1562289274553492,0.2511306393165711,0.6221022169198944
USA,0.0923068005187132,0.1488021744686536,0.6203323361928313
LNT,0.1035395592048966,0.1670706471037974,0.6197351898719211
EVT,0.0862118313780419,0.1392571756136428,0.6190835840102726
CSFL,0.14312935165533,0.23203840155355,0.6168347596649795
SBAC,0.1380501639209138,0.2245599902258178,0.6147585052087433
RGA,0.1141903680219523,0.1859977328436882,0.6139341930469523
A,0.1408628485449403,0.2299467185366513,0.6125890790761086
CBU,0.1343555476313085,0.2193398400886855,0.6125451152740182
NG,0.2997124835411411,0.4911427865623015,0.6102349291108291
EOS,0.0945566013446152,0.1555036761338089,0.6080666624450116
PAC,0.177248888147587,0.2934701547280275,0.6039758568016969
PFL,0.0617675868494287,0.1024106254265581,0.6031365065114676
MPW,0.134660312611469,0.223313127251392,0.6030111810662919
CII,0.0805580731559585,0.1337897841949075,0.6021242476824684
PFBC,0.1668334043698612,0.2771126885238381,0.6020417370946538
BANF,0.1407305713488085,0.2351697524727351,0.5984212249622726
CET,0.0833749753694207,0.1405686959392626,0.5931261922316303
AIO,4.412958577632142,7.470445874230367,0.5907222476311405
TJX,0.1184715852874781,0.2005615185598964,0.5906994828227595
BDJ,0.073688681678,0.124952727055458,0.5897324805507816
SBCF,0.1493516454034683,0.2539795513324513,0.5880459455098873
VMD,2686.0221675626617,4568.744314053926,0.5879125604162576
AEP,0.0938545521248561,0.1599922224545585,0.5866194661525688
HLT,0.136636932264125,0.2330661082749931,0.5862582649850917
MXIM,0.156321627212874,0.2669411338315686,0.5856033686869255
DUO,0.6366918560034969,1.0896700999938462,0.5842978127114735
FCBC,0.1456422717031675,0.2493303510647762,0.5841337449740706
VMC,0.1581174768385793,0.2707626953851696,0.5839706855246498
ES,0.0951532248299367,0.1630085257201119,0.5837315834223068
CCXI,0.8414471045180578,1.4421785679120838,0.5834555603861623
FCNCA,0.1384741666663689,0.2383087545197573,0.5810704140744795
NIU,2960.8727086929016,5097.948079327113,0.5807969525424654
CSQ,0.0929166778207781,0.1600569058945417,0.5805227665840244
NI,0.1112516456417156,0.191664043354893,0.5804513131120661
TBB,1.3272827092264865,2.2951999481912417,0.5782863102068588
AEM,0.2247755278570476,0.3890713585038123,0.5777231424112786
INDB,0.1432750023554527,0.2480207956746103,0.5776733437442143
DE,0.1462586416606693,0.2532772645876021,0.5774645501593461
PAAS,0.2614799497466042,0.4532036451472254,0.5769590614428117
RHP,0.1320758632557471,0.2289983275571718,0.5767547067468125
CHCO,0.126899186812221,0.2203987254644955,0.5757709648491753
SYBT,0.1339669395907217,0.2337908678266436,0.573020412799265
TOWN,0.1277594199381499,0.2231973384782345,0.5724056604313346
PNM,0.1104294773310446,0.1938909572793374,0.5695442370318985
NEM,0.2018113109390481,0.3544271424660584,0.5694013994946069
VLO,0.1621988285959332,0.2852558984628977,0.5686081496296557
AME,0.111231923379617,0.1959788020148221,0.5675711976808819
RS,0.1502504120030464,0.2656672648655374,0.565558621153769
IDA,0.0942190956842473,0.1669035276956346,0.5645123083082182
EE,0.1082660049945544,0.1933914488240623,0.5598282946473466
DHI,0.1541039843281777,0.2756030146651966,0.559152027111836
MAR,0.1309702427876983,0.2343274778195996,0.5589196965134736
UTF,0.0811287740519679,0.1456638940448855,0.5569587067813012
PNC,0.1156236489134124,0.2077190170546743,0.556634874133738
BAC,0.1424356882812306,0.2561830209753686,0.5559919144482469
ETY,0.0809543133907088,0.1459761915134966,0.5545720336403214
TY,0.0644728345474587,0.1164402759730766,0.5536987439154312
HPI,0.0644860949663699,0.1165357080639378,0.5533591037262958
HPF,0.0593934472016896,0.1076390993524837,0.5517832047924799
CSX,0.1505883864047065,0.2734620208077284,0.5506738594262987
SR,0.0926058633065094,0.1681817858976534,0.5506295631969594
O,0.1056832671108537,0.1920278715867315,0.5503537910283023
DTE,0.0880043907281446,0.1602110791806516,0.5493027771750557
AU,0.2738747244011926,0.4987885875418152,0.549079772957381
FNV,0.1683947488933629,0.3083536037887975,0.5461092292234165
FRME,0.1240325817574332,0.228769854234916,0.542171879123848
ON,0.2035087084125746,0.3760042118023553,0.541240502166364
FFA,0.076663746384514,0.1425855898743379,0.537668262634945
EDF,0.1034391090140991,0.1927429077238429,0.5366688208434832
TGS,0.2636981007115302,0.4936584259612199,0.534171173515522
ROK,0.1289231648754006,0.241981366340787,0.5327813741403363
BTG,0.2850202522969511,0.5407594963808516,0.5270739657916506
AG,0.3174828337080737,0.6032883219232013,0.526253902439188
BTO,0.1241369974052071,0.2389142569728541,0.5195880688665298
CBSH,0.1030192760812005,0.1983101216783709,0.5194857186779519
NBHC,0.1166523443814791,0.2253352848139025,0.5176834354984337
HPS,0.0571017145175171,0.1107668630078132,0.5155126087978977
WAL,0.1403271449636307,0.2727185727208517,0.5145492790007608
RQI,0.0923794244207952,0.1798603226626198,0.5136175842077171
CPT,0.0898323425467521,0.175031797488328,0.5132344170363824
GABC,0.1157210661976296,0.2266810731993928,0.5105016689939494
GBCI,0.1259300384740008,0.2471194198863924,0.5095918343119061
NSC,0.1265175865861838,0.2490797791110641,0.5079400143910113
ITCI,0.5988285213908882,1.1850287569951794,0.50532826132364
UDR,0.0908272088675956,0.1803843766353316,0.503520374445807
BOH,0.0995178400337092,0.1979945066982491,0.5026292986268457
ESNT,0.137610115456348,0.2752507044349359,0.4999446440613068
ETV,0.0676797308618394,0.1353925033611689,0.4998779783345833
QQQX,0.0882506501680766,0.1774452698196151,0.4973401108848342
LKFN,0.1078282120988169,0.2168948080512998,0.4971451971008613
WAFD,0.103672550013649,0.2091867969877814,0.4955979608010563
PEP,0.0710352443935473,0.144180243674567,0.4926836200518766
HTLF,0.1222653566110596,0.248409891379949,0.4921919812929339
SID,0.3513800068329226,0.713927880861986,0.4921785746883447
BRKL,0.1101145838232295,0.2249871539627537,0.4894260933735746
