algorithm,repair_method,mean_sharpe,std_sharpe,mean_return,mean_time,mean_generations,pop_size,mutation_rate,PSOussian_stdev,num_elites,max_generations,swarm_size,max_iterations,w,c1,c2
PSO,,1.5593446208754567,0.035653537742592924,444.30595852324484,10.849186134338378,51.0,,,,,,200.0,50.0,0.7,1.0,1.0
PSO,,1.1247504124668333,0.023613090834063936,136.53016501830052,10.850682926177978,51.0,,,,,,200.0,50.0,0.7,1.0,1.5
PSO,,1.5023717603471334,0.10558613781618639,10106.981909977394,10.556932830810547,51.0,,,,,,200.0,50.0,0.7,1.0,2.0
PSO,,1.2688158326107728,0.0225183266721869,81.4982459106384,10.109735345840454,51.0,,,,,,200.0,50.0,0.7,1.5,1.0
PSO,,0.9112702781924952,0.01705360784352173,15.073590963979669,10.124574279785156,51.0,,,,,,200.0,50.0,0.7,1.5,1.5
PSO,,1.1540314438468986,0.008334530172707987,315.2759941950512,10.584829950332642,51.0,,,,,,200.0,50.0,0.7,1.5,2.0
PSO,,0.9242771877774686,0.05074711781734907,18.956217447167976,10.106398868560792,51.0,,,,,,200.0,50.0,0.7,2.0,1.0
PSO,,1.039524659991199,0.020114102765431425,2821.179456317785,10.445343637466431,51.0,,,,,,200.0,50.0,0.7,2.0,1.5
PSO,,1.188129078129684,0.020850565110524504,1096.05714248506,10.52076964378357,51.0,,,,,,200.0,50.0,0.7,2.0,2.0
PSO,,0.8275766782004885,0.037258124571886535,70.3734418342533,10.329938316345215,51.0,,,,,,200.0,50.0,0.9,1.0,1.0
PSO,,1.5593446208754567,0.035653537742592924,444.30595852324484,10.410487937927247,51.0,,,,,,200.0,50.0,0.9,1.0,1.5
PSO,,1.5023717603471334,0.10558613781618639,10106.981909977394,10.608209323883056,51.0,,,,,,200.0,50.0,0.9,1.5,1.0
PSO,,1.1247504124668333,0.023613090834063936,136.53016501830052,10.67916760444641,51.0,,,,,,200.0,50.0,0.9,1.0,2.0
PSO,,1.2688158326107728,0.0225183266721869,81.4982459106384,10.183175563812256,51.0,,,,,,200.0,50.0,0.9,1.5,1.5
PSO,,0.9112702781924952,0.01705360784352173,15.073590963979669,9.80841293334961,51.0,,,,,,200.0,50.0,0.9,1.5,2.0
PSO,,1.1540314438468986,0.008334530172707987,315.2759941950512,10.547871112823486,51.0,,,,,,200.0,50.0,0.9,2.0,1.0
PSO,,0.9242771877774686,0.05074711781734907,18.956217447167976,9.988948917388916,51.0,,,,,,200.0,50.0,0.9,2.0,1.5
PSO,,1.039524659991199,0.020114102765431425,2821.179456317785,10.162887001037598,51.0,,,,,,200.0,50.0,0.9,2.0,2.0
PSO,,0.9107075609924168,0.04410410248631231,104.16706107398097,13.236853885650635,101.0,,,,,,200.0,100.0,0.4,1.0,1.5
PSO,,1.270958612756137,0.02991666118759209,1103.591309904581,14.299914693832397,101.0,,,,,,200.0,100.0,0.4,1.0,1.0
PSO,,1.622793123410677,0.048846090354623055,445.30619034706143,14.513419437408448,101.0,,,,,,200.0,100.0,0.4,1.0,2.0
PSO,,1.1779962252756189,0.019521952826656468,136.96152434714662,14.097869253158569,101.0,,,,,,200.0,100.0,0.4,1.5,1.5
PSO,,1.5687099661945814,0.09499504270983745,10132.610740112888,14.170173406600952,101.0,,,,,,200.0,100.0,0.4,1.5,1.0
PSO,,1.3193389914318319,0.020271614588378967,81.89518179934318,13.991399574279786,101.0,,,,,,200.0,100.0,0.4,1.5,2.0
PSO,,0.9704868987273676,0.0240116809712874,11.505816636973872,13.620803737640381,101.0,,,,,,200.0,100.0,0.4,2.0,1.0
PSO,,1.2034343768026472,0.01470418936883495,316.10629745748315,14.32627205848694,101.0,,,,,,200.0,100.0,0.4,2.0,1.5
PSO,,1.0215011367393836,0.026481605838273786,8.233293092621567,13.830044984817505,101.0,,,,,,200.0,100.0,0.4,2.0,2.0
PSO,,1.095088005414901,0.02079514783086256,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0
PSO,,0.9107075609924168,0.04410410248631231,104.16706107398097,13.157626247406006,101.0,,,,,,200.0,100.0,0.7,1.0,1.5
PSO,,1.270958612756137,0.02991666118759209,1103.591309904581,14.014384317398072,101.0,,,,,,200.0,100.0,0.7,1.0,2.0
PSO,,1.1779962252756189,0.019521952826656468,136.96152434714662,14.099904346466065,101.0,,,,,,200.0,100.0,0.7,1.5,1.5
PSO,,1.5687099661945814,0.09499504270983745,10132.610740112888,14.414631795883178,101.0,,,,,,200.0,100.0,0.7,1.5,2.0
PSO,,1.622793123410677,0.048846090354623055,445.30619034706143,14.79825735092163,101.0,,,,,,200.0,100.0,0.7,1.5,1.0
PSO,,1.3193389914318319,0.020271614588378967,81.89518179934318,14.119114542007447,101.0,,,,,,200.0,100.0,0.7,2.0,1.0
PSO,,0.9704868987273676,0.0240116809712874,11.505816636973872,13.42578582763672,101.0,,,,,,200.0,100.0,0.7,2.0,1.5
PSO,,1.0215011367393836,0.026481605838273786,8.233293092621567,13.318218183517455,101.0,,,,,,200.0,100.0,0.9,1.0,1.0
PSO,,1.2034343768026472,0.01470418936883495,316.10629745748315,14.788539457321168,101.0,,,,,,200.0,100.0,0.7,2.0,2.0
PSO,,1.095088005414901,0.02079514783086256,2990.4940091356793,13.457578039169311,101.0,,,,,,200.0,100.0,0.9,1.0,1.5
PSO,,0.9107075609924168,0.04410410248631231,104.16706107398097,12.020115041732788,101.0,,,,,,200.0,100.0,0.9,1.0,2.0
PSO,,1.270958612756137,0.02991666118759209,1103.591309904581,12.376916790008545,101.0,,,,,,200.0,100.0,0.9,1.5,1.0
PSO,,1.1779962252756189,0.019521952826656468,136.96152434714662,11.771918249130248,101.0,,,,,,200.0,100.0,0.9,1.5,1.5
PSO,,1.5687099661945814,0.09499504270983745,10132.610740112888,11.603785705566406,101.0,,,,,,200.0,100.0,0.9,1.5,2.0
PSO,,1.3193389914318319,0.020271614588378967,81.89518179934318,11.615285348892211,101.0,,,,,,200.0,100.0,0.9,2.0,1.5
PSO,,1.622793123410677,0.048846090354623055,445.30619034706143,11.955027341842651,101.0,,,,,,200.0,100.0,0.9,2.0,1.0
PSO,,0.9704868987273676,0.0240116809712874,11.505816636973872,10.94930853843689,101.0,,,,,,200.0,100.0,0.9,2.0,2.0
