Generation,Mean Fitness,Std Fitness
0,0.26800011492856846,0.00563634226124553
1,0.2772341088755264,0.007491132329736591
2,0.28685579636580294,0.007159805852272101
3,0.29912108544265237,0.007911601048692301
4,0.30877159241384433,0.008592106919264524
5,0.32207377559716605,0.010217884995580118
6,0.3330982723411177,0.010162658506746532
7,0.34637974676218036,0.014569429168988658
8,0.36182414248402606,0.01757205637747486
9,0.3760721868802616,0.01905726575647139
10,0.39052880636577136,0.02156166495139157
11,0.4038027946320982,0.022748169675620884
12,0.41846631102211923,0.025474449482552015
13,0.43332914195105005,0.026510074332152533
14,0.4500486275624395,0.021742118214621953
15,0.4652584553315919,0.024171494704554205
16,0.4788125362860271,0.024757952609820888
17,0.49020231043588636,0.02278257700712328
18,0.5074090110679027,0.02288593999323797
19,0.5227723417442947,0.02171851337624547
20,0.5338928224241317,0.02649302128315293
21,0.545706549858084,0.02305749309048784
22,0.5588343314329726,0.02075418471407293
23,0.5729030279433597,0.02285030522748194
24,0.5824316977453127,0.01759307880318203
25,0.5967000822734825,0.01993359980049089
26,0.6029820122358545,0.01961703934386092
27,0.6125265992678569,0.02053139363195147
28,0.6219634818812826,0.018714516878579626
29,0.633831481899097,0.021709731261004925
30,0.6447282032717785,0.01898034895542626
31,0.6538252185799325,0.021107967588712966
32,0.660928078450428,0.018993989517331847
33,0.6696299908707968,0.021316802479359073
34,0.6776519543273296,0.018631124875357917
35,0.6835858756194289,0.020313041102757227
36,0.6891704242235205,0.020418838496597504
37,0.6968463287792187,0.02127439911639137
38,0.7047559861372243,0.022908451570913903
39,0.710960120217735,0.022585465157571136
40,0.7160963386033308,0.01979306714473657
41,0.7193468925312503,0.019718924849375125
42,0.7244021017544308,0.016967924671664004
43,0.729916941139856,0.017191617037075457
44,0.7360669856856407,0.017392177921112594
45,0.7444797628220464,0.01824177573115223
46,0.7508953841065882,0.018475331742403046
47,0.7545699137844387,0.017466885827446776
48,0.7592429983510848,0.018327278862832995
49,0.7630783684941191,0.01928351615378379
50,0.7689611654381475,0.019621797760489435
51,0.7718572804880685,0.018560736690295607
52,0.7750048868028827,0.017318593445033285
53,0.7793560495760424,0.01747119618906691
54,0.7830195103449954,0.01614580942946549
55,0.788070904310849,0.015820616374590785
56,0.7900647335028879,0.014558747827395064
57,0.794184189682517,0.014981504332235183
58,0.7965644271110744,0.015507434128506284
59,0.7988753277250598,0.014875844527937143
60,0.8037334258771612,0.014405187894814436
61,0.8058073679552532,0.015017126412168638
62,0.8099955457976746,0.016380832422920183
63,0.8120390396695977,0.0159627868941158
64,0.81618957124481,0.014715995888815909
65,0.8191186669886855,0.015224060893198513
66,0.8214277177879451,0.015483401255256168
67,0.8228661917996789,0.014671163905356756
68,0.8264447257382999,0.012838768094608039
69,0.8289427314075009,0.01349577405905666
70,0.831051983843029,0.013581517217039771
71,0.8339477120146704,0.013778246689586509
72,0.8354147056677519,0.013777304014495163
73,0.837347869721603,0.014508763944065793
74,0.839191503640212,0.01479954207481283
75,0.8418717650046179,0.015210538964196602
76,0.8438319377321587,0.014393655987462398
77,0.8456596120420558,0.01495373266202236
78,0.8471192921350261,0.014384635819120634
79,0.8495692935718923,0.013991482991812474
80,0.8510501576379399,0.014198465798794293
81,0.852922398450914,0.013898528000798542
82,0.8543362352516526,0.013667149670447737
83,0.8565352849579264,0.014911372697454588
84,0.8576817056862984,0.014048325567245293
85,0.8587469120800613,0.013409632159921183
86,0.8609481650687798,0.014435677445039798
87,0.8628232013579582,0.013146118847734596
88,0.8645640015365816,0.0121075890544301
89,0.8661044584154649,0.012383294079064192
90,0.8668489753834977,0.012193520416270165
91,0.8684716365539139,0.011761961334690759
92,0.8712340973091753,0.012089998273689501
93,0.8727902272383715,0.011996331414110436
94,0.8735031408789833,0.011598770771550445
95,0.8747270728856207,0.011126185205425592
96,0.8760376659154865,0.01018985041878415
97,0.8776561416390382,0.010075085164156592
98,0.8783495141256384,0.009917864305298134
99,0.8800809498807385,0.01020641124399659
100,0.8811617004331098,0.010309803600611242
