Generation,Mean Diversity,Std Diversity
0,0.0028822262624860905,9.154055947015611e-06
1,0.0030333287161617268,1.526985680767256e-05
2,0.003150216394954382,2.5502467100063297e-05
3,0.0032482997223765124,3.308456733684241e-05
4,0.0033375826314683043,3.817086502534652e-05
5,0.0034203817905861865,4.647749562556116e-05
6,0.0035084950232473584,5.651876949123808e-05
7,0.0035966901417849996,6.129741488030434e-05
8,0.0036704104553472072,8.063841930859019e-05
9,0.0037505358980398622,8.870976530788107e-05
10,0.003826647221606466,8.547904816449305e-05
11,0.0038919292576535588,9.482651150043805e-05
12,0.003931306067037199,9.435688913187207e-05
13,0.003957958385097778,0.00010687389780292638
14,0.003976401174981468,0.00012156440813514947
15,0.0040026998744676166,0.00012601312340369797
16,0.004024342555342975,0.00011865612093548801
17,0.004027481861057493,0.0001275875998147068
18,0.004042241550538285,0.00011790469386801596
19,0.00403704840120377,0.00012312208162286686
20,0.004031837357249303,0.00012848539158136826
21,0.004029450436178218,0.00013940864054803079
22,0.004007897918625864,0.00013151429767285916
23,0.003986077478929883,0.0001381183702759406
24,0.003982590640390397,0.0001406743339342214
25,0.003960522071786948,0.00013730719178567011
26,0.003953722841511123,0.00014391217854574676
27,0.003904602087446374,0.00015121605014044038
28,0.003870193371526966,0.0001445060020008149
29,0.003836529447714969,0.00012863774853354447
30,0.0038341545524850857,0.00013833835923877187
31,0.0038060232130801906,0.00013759523082273277
32,0.003786052223101378,0.00013935104465350527
33,0.0037673534428543285,0.00013061754072941556
34,0.003730549306121849,0.0001304053524478141
35,0.0036983332782240105,0.00012647899552602386
36,0.003655856836479926,0.0001307305261791252
37,0.003607053450185314,0.00011783335966460135
38,0.0035760701817168245,0.00011747736852115442
39,0.003533213259398726,0.00010797690008247185
40,0.003495410045369798,0.00010804887610482205
41,0.0034726305470363333,0.00011645965359045033
42,0.003449977130572094,0.00011625269217849975
43,0.003427495578475429,0.00011912860319364887
44,0.0034041212922696997,0.00011716340562697911
45,0.003365212955007011,0.0001176220755674977
46,0.0033430984940458998,0.00013129742910540892
47,0.003322542531511879,0.0001418272703515059
48,0.003293386713141609,0.00014824052370192664
49,0.003271582754426899,0.00016675967875274424
50,0.0032429038434035216,0.00017289671919016035
51,0.003218932530622588,0.00016676245354354648
52,0.0031978076995851216,0.0001636640108493839
53,0.0031643644142652456,0.00015596406102325839
54,0.0031496225494468013,0.0001525968500244261
55,0.003120854025209148,0.00017335669339770712
56,0.0030996007282319137,0.00016223230949911652
57,0.00308233869953848,0.0001567198992489117
58,0.0030595368303042284,0.00014974205412883988
59,0.0030357121931669845,0.00015776373346551456
60,0.0030103755321027816,0.00015341828803649418
61,0.003000823918302452,0.00016707034853389208
62,0.002977174946234273,0.00015934605200775706
63,0.0029593169836321224,0.0001569315948992051
64,0.002950103236117319,0.00014838735131000123
65,0.002927160150707892,0.00014061131174394474
66,0.0029261468464137678,0.00014474584159286034
67,0.0029062865787304218,0.000143063694875051
68,0.002877919423957163,0.00014386534855185813
69,0.002855460653324432,0.0001491926227066799
70,0.002828422026911685,0.00013655915779632778
71,0.0027977334007391404,0.0001355676613805148
72,0.0027710873633823184,0.0001391990246044381
73,0.002766672394042851,0.00013220183521972016
74,0.0027636448862392348,0.00011655664391193491
75,0.0027488195964389403,0.00012086978231856968
76,0.0027450748415067273,0.0001183754854473408
77,0.002719726266723421,0.00011615027529906437
78,0.0027098350983027846,0.00012038652759196165
79,0.002692458890671873,0.0001161907536723331
80,0.0026806804450211874,0.00011556132878508053
81,0.0026616309022635333,0.00012784938418120863
82,0.002649502595550431,0.00012339646184593387
83,0.002645021889698832,0.0001120205826449793
84,0.0026458217784739585,0.0001071262123086305
85,0.002615495340251084,0.00011246514707500098
86,0.002604457193598723,0.00010293712863543159
87,0.0025910265886600068,0.0001058596883565337
88,0.002564514364503014,9.980538620698085e-05
89,0.002538788415283424,0.00010383165160777977
90,0.0025385868785124943,0.00011476743999226008
91,0.002529600138460138,0.00011062567190901378
92,0.00252695343272948,0.0001263539773046475
93,0.0025140419078642467,0.00014218476479989904
94,0.0025124797825555635,0.00015524354017228988
95,0.0025154865694573063,0.00016958156298638882
96,0.0025017322080153836,0.00015908030638821062
97,0.0024850328384141344,0.00015889058958036588
98,0.0024737339448635356,0.0001487205569432774
99,0.0024703899891311163,0.00014431121147082858
100,0.00245348401219315,0.00015453566875457268
