Generation,Mean Diversity,Std Diversity
0,0.0028822262624860905,9.154055947015611e-06
1,0.011683555174626582,0.00011316514625010334
2,0.013220683747189486,0.0001126041799762063
3,0.013555966107421803,0.0001014868891597073
4,0.013596496721488393,0.00010442900496256916
5,0.01356371436610674,9.629194473791624e-05
6,0.013570538991875302,0.00011899972959747562
7,0.013511257454336907,8.87496709271274e-05
8,0.013519325709189607,0.00010632378402078236
9,0.01352875744004598,0.00010814856371574099
10,0.01354400929852266,9.885434649992755e-05
11,0.013543532193587381,9.794196691306454e-05
12,0.013521759241140255,9.489908172335592e-05
13,0.01352619005956461,0.00010977260792096932
14,0.013553763540674354,9.955567332376194e-05
15,0.013521375552352109,9.752529933898468e-05
16,0.013528196435778088,9.100882744859977e-05
17,0.013510165076903348,0.00011420272248991452
18,0.013577967623130188,9.908753263302338e-05
19,0.013562965915255694,0.00011314946901645401
20,0.01354641605389093,8.151674933879285e-05
21,0.013544783230390373,9.61046586580504e-05
22,0.013544559763922777,7.935862808061319e-05
23,0.013560694966963646,9.565772803436733e-05
24,0.013527937361250224,7.548425282836489e-05
25,0.013550743618456915,9.159637959374888e-05
26,0.013508801805728015,8.466811779319644e-05
27,0.01353103080664795,0.00010378260572586437
28,0.013540024525697917,0.00010065124467591268
29,0.013547942496889311,0.00011188611874970546
30,0.013550012942548637,9.833883139522132e-05
31,0.013549871472947998,8.582336033966451e-05
32,0.013528633869238655,9.995485951250541e-05
33,0.013521807626964763,9.170718220623963e-05
34,0.013527321882722767,0.00011608732904514304
35,0.013503271725920083,7.851524710442282e-05
36,0.013519980375683662,9.978863319090859e-05
37,0.013542768899905612,8.302729939062362e-05
38,0.013554680995489675,8.897306169991279e-05
39,0.013529031108798713,8.878982236348524e-05
40,0.01353315785591205,0.00010732426562422648
41,0.01351889853555249,0.00011828924038521235
42,0.01352281348012607,0.00010113886258536473
43,0.013511786242249005,0.00011690663374953138
44,0.013521514709871342,0.00011209837299860516
45,0.013493689781199884,8.372915879671953e-05
46,0.01353438559088488,0.00011499761087859315
47,0.013534517081618512,9.10877708098301e-05
48,0.013537128758150774,9.243911685885064e-05
49,0.013505765986030753,9.968465764063242e-05
50,0.013538891535234696,0.00010629012442986843
51,0.01355250158736585,8.236853749386506e-05
52,0.013543115311308987,9.927706576135183e-05
53,0.013553747331895306,8.961416040659724e-05
54,0.013550408646152659,0.00011270846013006688
55,0.013527927272954869,0.00011492094404517975
56,0.013498768701783629,8.852882126643676e-05
57,0.013519685953430656,0.00011302189420939846
58,0.013518358386262655,0.00011603589325983675
59,0.013523770762403192,8.89792252400337e-05
60,0.013543799316590907,0.00010053765033507265
61,0.013532382176327086,0.00011824153480065661
62,0.013523708734269058,0.00010394236020839073
63,0.013534003186270361,8.429486737924871e-05
64,0.013526562771197874,9.71129321991592e-05
65,0.013517849047786,8.812122240912374e-05
66,0.013515204490468809,7.873684249311755e-05
67,0.013478252949723846,0.00010418691762436582
68,0.013514244679671009,9.066322109807512e-05
69,0.013522195564152318,0.00011396515094118083
70,0.013516827670668766,8.372494222617774e-05
71,0.013532527950428997,9.246208800153791e-05
72,0.013510777897795348,7.482369479859791e-05
73,0.013529868892611612,9.419186097702198e-05
74,0.013526376233324965,0.00011394614819674403
75,0.013554515640875887,9.625123571265012e-05
76,0.013532998907843551,8.392493744127496e-05
77,0.013523820139171305,0.00010480382651492045
78,0.013520755338163028,0.00012126441184930607
79,0.013529966344926083,9.696647968018887e-05
80,0.013539671014878933,0.00010854264752902631
81,0.013509020138271313,0.00010114239098215589
82,0.013522447716481183,9.277664301068224e-05
83,0.01351741504831049,9.157287706057904e-05
84,0.013526031751739321,9.00810757796919e-05
85,0.013539411227102676,0.0001001223323712142
86,0.013516678063374716,9.345872743758528e-05
87,0.013538902497222862,9.84789073040988e-05
88,0.013512026590995898,9.200980062838201e-05
89,0.013547920606933534,9.821054988961619e-05
90,0.013500970136895506,0.00011373162249798165
91,0.013487126928626955,9.877947854213348e-05
92,0.013539952263855617,7.82921377392197e-05
93,0.013550240880144627,0.00010985031977718927
94,0.01351415666861082,7.67523167011476e-05
95,0.013534518496488583,7.34939922841646e-05
96,0.013521349164916452,0.00010708897238433974
97,0.013538995314041983,9.343628284420135e-05
98,0.013556300687580576,0.00010957521129028593
99,0.01353680464887407,0.0001051772441808966
100,0.01354789622991119,8.823929862164268e-05
