Generation,Fitness
0,0.3091727417258135
1,0.367642906593217
2,0.44910196381795237
3,0.5427755981825882
4,0.6370773800930914
5,0.7050951925557555
6,0.7189403907037858
7,0.7438173497567448
8,0.7839421733496879
9,0.817061684845175
10,0.8063233525861899
11,0.8344655494244049
12,0.838218235895613
13,0.8442891954382359
14,0.8494733700737533
15,0.8493376640116411
16,0.8588429078996975
17,0.8544687801643213
18,0.8576510789596509
19,0.8622827226437386
20,0.8587550827963989
21,0.8595440562818656
22,0.8402918761402539
23,0.8644785565438912
24,0.8593198363392265
25,0.8748670009374864
26,0.88983957819062
27,0.8799658594717944
28,0.9042457451513833
29,0.8983799598311215
30,0.8980598686169994
31,0.9013166681944544
32,0.9286912771828524
33,0.9382147887372815
34,0.9152889124423237
35,0.8979451724577269
36,0.9308230166663661
37,0.9151999690720554
38,0.922584992197259
39,0.9309452143766365
40,0.9369195578377545
41,0.9346552532494061
42,0.9325200251723748
43,0.9404988487757926
44,0.9430093212947916
45,0.953547796003536
46,0.935477450282312
47,0.9794838191431705
48,0.9697189433055069
49,0.9608130000093228
50,0.9701281041060215
