Company,Weight,Percentage,Sharpe Ratio,Annual Return
Kimco Realty Corporation Common Stock,0.0,0.0,1.0206183938166582,113.28377674322815
"Kirkland's, Inc. - Common Stock",7.87e-07,7.87e-05,1.0206183938166582,113.28377674322815
Stepan Company Common Stock,0.0,0.0,1.0206183938166582,113.28377674322815
"Watts Water Technologies, Inc. Class A Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Lifetime Brands, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Dave & Buster's Entertainment, Inc. - Common Stock",0.003069466,0.30694659999999996,1.0206183938166582,113.28377674322815
"PolarityTE, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
Fluidigm Corporation - Common Stock,5.4e-08,5.4e-06,1.0206183938166582,113.28377674322815
IRSA Propiedades Comerciales S.A. - American Depository Shares,0.0,0.0,1.0206183938166582,113.28377674322815
"SPS Commerce, Inc. - Common Stock",0.028550496,2.8550496,1.0206183938166582,113.28377674322815
"Lexicon Pharmaceuticals, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Donegal Group, Inc. - Class B Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Shiloh Industries, Inc. - Common Stock",1.2174e-05,0.0012174,1.0206183938166582,113.28377674322815
"DB Gold Double Long ETN due February 15, 2038",0.0,0.0,1.0206183938166582,113.28377674322815
Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0.051350118,5.1350118,1.0206183938166582,113.28377674322815
"OSI Systems, Inc. - Common Stock",0.018472501,1.8472501,1.0206183938166582,113.28377674322815
UNIVERSAL INSURANCE HOLDINGS INC Common Stock,0.0,0.0,1.0206183938166582,113.28377674322815
Lincoln Educational Services Corporation - Common Stock,0.0,0.0,1.0206183938166582,113.28377674322815
"Aerie Pharmaceuticals, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Independence Realty Trust, Inc. Common Stock",0.044217809,4.4217809,1.0206183938166582,113.28377674322815
"Blackstone Mortgage Trust, Inc. Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",0.097473792,9.747379200000001,1.0206183938166582,113.28377674322815
"ServiceMaster Global Holdings, Inc. Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
American Equity Investment Life Holding Company Common Stock,0.0,0.0,1.0206183938166582,113.28377674322815
"Manitex International, Inc. - common stock",0.0,0.0,1.0206183938166582,113.28377674322815
Primo Water Corporation Common Stock,0.067439195,6.7439195,1.0206183938166582,113.28377674322815
"Champions Oncology, Inc. - Common Stock",2.62e-07,2.62e-05,1.0206183938166582,113.28377674322815
"Cohu, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Nuance Communications, Inc. - Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Maiden Holdings, Ltd. 6.625% Notes due 2046",0.0,0.0,1.0206183938166582,113.28377674322815
"Carter's, Inc. Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"Wayside Technology Group, Inc. - Common Stock",0.000663245,0.06632450000000001,1.0206183938166582,113.28377674322815
"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",0.000436941,0.0436941,1.0206183938166582,113.28377674322815
"Dillard's, Inc. Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
"South Jersey Industries, Inc. Common Stock",0.0,0.0,1.0206183938166582,113.28377674322815
iPath Pure Beta Crude Oil ETN,0.0,0.0,1.0206183938166582,113.28377674322815
WEX Inc. common stock,0.0,0.0,1.0206183938166582,113.28377674322815
