Generation,Fitness
0,0.3226945990489177
1,0.39947126014031326
2,0.48174600950240026
3,0.5702060290861952
4,0.671331835692702
5,0.715472413167171
6,0.7142084272727486
7,0.7206661076584716
8,0.733100851187391
9,0.7512413555083097
10,0.7674440323972114
11,0.7778780312531772
12,0.779299127214679
13,0.7926000124064796
14,0.809766140141402
15,0.8206385443781498
16,0.8056309478807843
17,0.8108028406877256
18,0.8444105553247182
19,0.8396091376315069
20,0.851936667790117
21,0.868410791127024
22,0.8771022947363303
23,0.8820749938509548
24,0.9018298010676671
25,0.8763968981193345
26,0.9353210582298611
27,0.8821471863822725
28,0.91727432442386
29,0.9296213696720881
30,0.9610773699247849
31,0.9700085265518691
32,0.9063643055916923
33,0.9595504894613466
34,0.972037140161992
35,0.9840517154515706
36,0.9602745692663813
37,0.9877246983792684
38,0.9976738410013735
39,0.9605987969291232
40,0.9963794216714101
41,0.9643173358040424
42,0.9708541301231101
43,0.9981012822971538
44,0.9983730597546541
45,1.0130988798912781
46,0.9776072136709253
47,1.018039886386261
48,1.0109004875205165
49,1.011333651765241
50,1.0143526543833528
51,1.0155502614232323
52,1.0211492779928684
53,1.0239513480413704
54,1.025351712393249
55,1.0260516863526297
56,1.026401712225832
57,1.0265767322031378
58,1.0266642461906492
59,1.0267080027814448
60,1.0267298806967138
61,1.0277478187752724
62,1.0229850856374878
63,1.0206426866962077
64,1.0136858291922408
65,1.0107454317709093
66,0.9887225641520077
67,1.0165543873879266
68,1.013330233253243
69,1.021475322863274
70,1.017517785464614
71,1.0306581035861566
72,1.0086262020708394
73,1.0329434532392257
74,1.0295123046265546
75,1.0290417443017872
76,1.0255170470141322
77,1.0300067747124173
78,1.0283559072610997
79,1.0297678483185304
80,1.0285820252673596
81,1.0313079988871008
82,1.0400219886857354
83,1.0248022648199646
84,1.031384498767855
85,1.0380679296900033
86,1.023395638315102
87,1.0301434189654062
88,1.0311977116943112
89,1.0393794932780747
90,1.0359810944898975
91,1.0357369581042446
92,1.038455941041717
93,1.0370935932993826
94,1.0374791967208012
95,1.04401442955685
96,1.044410764234938
97,1.0434976788649324
98,1.0448804158687233
99,1.044221266474667
100,1.0416882279057647
101,1.0476892188023774
102,1.0395169151757786
103,1.048853991755879
104,1.0361776453752165
105,1.0466054081255698
106,1.0495279413017384
107,1.0488018058379585
108,1.0472824942939432
109,1.0491525681144627
110,1.0487567423604462
111,1.04020668316241
112,1.0489019783046747
113,1.0495688488065231
114,1.0395892712024295
115,1.0496375885076328
116,1.0495049634678868
117,1.0513366376896842
118,1.0548343306582912
119,1.0407432079869727
120,1.040778789440074
121,1.0544120516315514
122,1.0354891027281392
123,1.0518523801087927
124,1.0461081137663062
125,1.0495122529646517
126,1.0515198811889483
127,1.050168452148221
128,1.0541172633994955
129,1.0367793461897308
130,1.048050101823081
131,1.0481398050840571
132,1.0464922966048447
133,1.037593777791519
134,1.0480313027621504
135,1.0543501650496203
136,1.0466189400367003
137,1.0498685288501128
138,1.0538912092575161
139,1.056434571454697
140,1.0520582653185724
141,1.0540534554675014
142,1.0513019385777451
143,1.0550067850886244
144,1.0514769695417505
145,1.0531223694661762
146,1.0562879781200407
147,1.0554097216296474
148,1.0564035101360947
149,1.0555752871168367
150,1.0531785265802465
151,1.057227080153282
152,1.0599427341105325
153,1.063878043208984
154,1.0613010529512967
155,1.0603224302657879
156,1.0595285243249963
157,1.0552461718536672
158,1.0627436184161543
159,1.0606573852423555
160,1.0631680215592187
161,1.0652137840872555
162,1.061945568718348
163,1.0638739642214576
164,1.063139874039256
165,1.0639334452541898
166,1.0653300493040265
167,1.0644165737115248
168,1.0706130602213586
169,1.0686993910254445
170,1.0669995602319606
171,1.0621376231692983
