Generation,Diversity
0,0.002868659998305797
1,0.0021817701425059493
2,0.0021045893529547856
3,0.0018453495676897334
4,0.0017026133734201817
5,0.0015768874468242938
6,0.0015199528331532376
7,0.0013977209720006894
8,0.0014003348108200858
9,0.001870703692246577
10,0.0021976610560665356
11,0.002464576281695019
12,0.0026309234209560286
13,0.0030842922771791115
14,0.0034535431700439046
15,0.003897393361955552
16,0.004520827899662164
17,0.004824470530791833
18,0.004913482140887643
19,0.005241760068346093
20,0.0054191700482455465
21,0.005233514386081011
22,0.0053102567195767135
23,0.0059963366415491425
24,0.005973265472992259
25,0.006288372810413756
26,0.006453308687748456
27,0.006191219115540215
28,0.006109137183069098
29,0.00605869545335999
30,0.0067593382864579435
31,0.007231806506996048
32,0.007020458387349858
33,0.0074292299875963475
34,0.007437232189778928
35,0.007146500232157666
36,0.00718909782252509
37,0.007039681656544727
38,0.00721803974091166
39,0.007395647946758648
40,0.007274928796105226
41,0.007639961234389636
42,0.007805219069987701
43,0.007634535468366685
44,0.007328689231942059
45,0.007677814258356441
46,0.00739989080925289
47,0.007221976403604438
48,0.007518230744411285
49,0.007000876503169159
50,0.00693491377162137
51,0.006934845917425302
52,0.00683237425278391
53,0.00685680363167658
54,0.006821358083401301
55,0.00662497606314085
56,0.006736022153188102
57,0.006951364224223565
58,0.0071836990414479015
59,0.0067909570501388525
60,0.007169317856485522
61,0.00673893710821847
62,0.006807273488750623
63,0.007001829315196629
64,0.006634577824119825
65,0.006861441127401404
66,0.007183391795900796
67,0.007008505822139473
68,0.0070177200049394185
69,0.006943712819085404
70,0.00688505775108289
71,0.00700178279443833
72,0.006802741338683
73,0.006736859131777493
74,0.006615601160248707
75,0.00661231279866259
76,0.006739786278314524
77,0.0066958534706357785
78,0.006499405421057425
79,0.0064559771206917
80,0.006592052221836204
81,0.006340092500369576
82,0.006573389295378775
83,0.006448636330994647
84,0.00636399124726752
85,0.006223355896623681
86,0.006409010016270437
87,0.0061679451398573455
88,0.006344061381816892
89,0.006241331341009795
90,0.006260040407296844
91,0.005849954382272482
92,0.006207212546843502
93,0.005909718820516842
94,0.005783898735746582
95,0.006034105266497818
96,0.0058516998739070025
97,0.006166339235964875
98,0.006332212083886597
99,0.0061021106230877645
100,0.006527856978335677
101,0.006591834247118723
102,0.0069608785993553555
103,0.006730376621772563
104,0.0067816891552601845
105,0.0066951648847565996
106,0.006547668002887259
107,0.006507696245882619
108,0.006651570032815257
109,0.006709522929737517
110,0.006558863619281454
111,0.006658193202067449
112,0.006350222864351917
113,0.0063726471572249695
114,0.006307411389215794
115,0.006585101025272913
116,0.006324688749699398
117,0.006513443236215907
118,0.006300984070618657
119,0.0062082652193041
120,0.0059748354839217425
121,0.006259487611484145
122,0.006236520279720472
123,0.005713856076553102
124,0.006020338937128576
125,0.005785625987720145
126,0.005443297617954541
127,0.00539813153705686
128,0.005538888147112093
129,0.005904026365889672
130,0.005341365371416945
131,0.005295934477029027
132,0.005490673902053291
133,0.00548396094311073
134,0.005519057016250943
135,0.005304863685429273
136,0.0055712001290381405
137,0.005926385695975529
138,0.006071805246578867
139,0.0064263192727702576
140,0.006183184156887471
141,0.006076363779080706
142,0.005981767011939818
143,0.006339239025710852
144,0.005954830628088562
145,0.00610842610337915
146,0.006243246365022729
147,0.00585542173549497
148,0.006276799532620384
149,0.006050598536065881
150,0.005751325315925173
151,0.006034047109203851
152,0.005570967619322698
153,0.005618380952235022
154,0.005843561241423938
155,0.005330553684551956
156,0.005365108347415898
157,0.005841408730973397
158,0.005571613261897143
159,0.005539762636042254
160,0.00531139818780512
161,0.005342113718746602
162,0.0053046383573179855
163,0.005381570943082243
164,0.005513317991856051
165,0.005230982149025467
166,0.005265846379148843
167,0.005161702140543669
168,0.005185339893452679
169,0.005011095986054993
170,0.004930523116400414
171,0.004790270184198445
172,0.005065881943663161
173,0.005253024129249154
174,0.004626541475603255
175,0.0046270430351325244
176,0.005219056400164492
177,0.004758723397799535
178,0.004815199488180751
179,0.004921204733354562
180,0.0048397072939065176
181,0.004476455975238116
182,0.004773368016807627
183,0.004796989142560913
184,0.004662323762014971
185,0.0043913740020294165
186,0.004885322014870051
187,0.004859343196580239
188,0.004830867046560444
189,0.004700312827120032
190,0.004793392765090846
191,0.0049543813891579315
192,0.004840124102902972
193,0.0051677129487557516
194,0.005230636863275005
195,0.0050378610425383065
196,0.004779863821545751
197,0.004826272683569429
198,0.004742579917745115
199,0.0045919133675868555
200,0.0049161368420000805
201,0.004933626470784139
202,0.004821247831952255
203,0.0050783023529616346
204,0.004957852956649043
205,0.0047822977473993425
206,0.004401739980587644
207,0.004796714761251599
208,0.004848975210985652
209,0.004717381962297882
210,0.004602429920612955
211,0.004652292012090114
212,0.004851798994513514
213,0.004520908500116846
214,0.004407350969115436
215,0.004530738714643318
216,0.004269175693288204
217,0.004528538739372649
218,0.004597552659695406
219,0.004463229526317074
220,0.004422627621587923
221,0.004529763017079387
222,0.004250904027104338
223,0.004144392745097476
224,0.004423843878277358
225,0.004190744091258171
226,0.004540618297235053
227,0.004667307968899859
228,0.004195297914280722
229,0.0042943817790946585
230,0.0044449816362520074
231,0.004538585603454806
232,0.004656151968608967
233,0.00476490318539738
234,0.004547316057155356
235,0.00458308671424176
236,0.004575721384087751
237,0.004726650244464288
238,0.004422945813888059
239,0.004736940961438316
240,0.004738908981803885
241,0.004507449513600777
242,0.004622190435288384
243,0.004575961454680378
244,0.004475567453066458
245,0.004195689430943648
246,0.00464296372603148
247,0.00444398500596472
248,0.004677229411192486
249,0.004281279770378843
250,0.004069237223855921
251,0.004244346264680724
252,0.004195309342300146
253,0.004182288907029478
254,0.00423039768098609
255,0.004085158983013744
256,0.0040402639583559915
257,0.00437189621983935
258,0.00419970242989945
259,0.004367514924457995
260,0.003938824512473651
261,0.0043253390149404665
262,0.004057202061865844
263,0.004161167233550105
264,0.004254069124155561
265,0.004025605135602564
266,0.004097551830806612
267,0.004172125135915112
268,0.004181149987832714
269,0.004002400346077708
270,0.004202096349752968
271,0.00391537800209977
272,0.003967903997087213
273,0.004172572414371989
274,0.0040004265539129455
275,0.0038687505651499483
276,0.003958847307952237
277,0.003952824150597354
278,0.003664932322715112
279,0.0038376534999124763
280,0.0037946532301355597
281,0.0038277132256629453
282,0.0038745422329042717
283,0.004048600762991831
284,0.0035719002227201733
285,0.0034973414077258624
286,0.0035248370496469496
287,0.0037265605047898786
288,0.0035674102700190553
289,0.003519716513153381
290,0.0035637823421941907
291,0.003806505058894651
292,0.003668638996389727
293,0.0038937264049653236
294,0.003846993869584033
295,0.0037558752769304054
296,0.0037485152242987376
297,0.0036406193596541336
298,0.0035794588872679832
299,0.0035530347902270405
300,0.003419121320186648
