algorithm,quality,run_id,sharpe_ratio,annual_return,runtime,repair_method,mean_sharpe,std_sharpe,mean_return,mean_time,mean_generations,pop_size,mutation_rate,gaussian_stdev,num_elites,max_generations,swarm_size,max_iterations,w,c1,c2,PSOussian_stdev
PSO,worst,4,0.9800274157281379,777.8099812131472,7.2238428592681885,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,5,0.9461882793457808,758.7310779298738,7.859119176864624,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,6,1.0095399849564957,748.4960046471364,7.404642820358276,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,7,0.9595011149696231,711.505715608355,7.302687644958496,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,8,1.035387664219702,766.3507956062225,7.342056751251221,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,9,0.948194548358139,723.7575981759958,7.467652082443237,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,10,0.9892522860921383,670.5543311608101,7.31858491897583,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,11,0.9823600938146281,749.6522847309967,7.35341215133667,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,12,0.9107138856348557,740.9708651964364,7.367953062057495,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,13,0.9309003148492128,728.0156354135261,7.78448486328125,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,14,0.953359078811689,753.5019474834248,7.752608060836792,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,15,0.98512903513182,687.7979118045973,7.506844758987427,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,16,1.0162400240089762,721.293511156519,7.3782501220703125,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,17,1.0401032702283386,748.9783046019867,7.805957794189453,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,18,0.9154518719511944,691.4334843789809,8.028344869613647,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,19,0.9105673350668559,744.4428575879014,7.719332933425903,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,20,0.9418414654158522,763.485718730739,7.358483791351318,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,21,0.9423022474690127,749.4121650990421,7.806404113769531,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,22,1.0051466396884021,758.2030412281466,7.502960920333862,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,23,1.0317342285451563,730.8715547472866,7.131148099899292,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,24,1.0032212122088109,764.4177971380683,7.448751211166382,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,25,0.9509499932825795,746.5655694425685,7.881664037704468,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,26,1.017573415559282,721.2218299091807,7.413891077041626,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,27,0.9091239156607512,714.627879246063,7.1427130699157715,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,28,0.982615481060431,724.2947906436888,6.983640670776367,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,29,1.0191278563821655,749.2740176572745,7.251029014587402,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,30,1.013118577234358,764.197425654454,7.12227201461792,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
PSO,worst,31,1.0536037937563538,752.7714323016893,7.23328709602356,normalize,0.8275766782004885,0.0372581245718865,70.3734418342533,9.828577375411989,51.0,,,,,,200.0,50.0,0.4,1.0,1.5,
GA,best,1,0.9000826223666705,76.06456898707908,9.133611679077148,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,2,0.8788871185380056,101.44208380755866,7.561708927154541,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,3,0.8939971171763271,108.3769077883136,7.555580139160156,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,4,0.8792528519775475,56.504658770100576,7.449129104614258,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,5,0.8880948668686474,64.8204384162788,7.942171096801758,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,6,0.8758316304312377,64.535680900583,7.620234966278076,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,7,0.8804407984521931,73.33411766981219,7.501220703125,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,8,0.8804013712451839,65.19589270228772,7.571683883666992,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,9,0.8811813182678762,88.27950246573286,7.54952597618103,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,10,0.8761757771524422,51.41427046510153,7.658287048339844,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,11,0.8622354382830675,62.52639824118462,7.443709850311279,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,12,0.8753634640011582,51.63789558922857,7.567611217498779,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,13,0.8864576887116695,63.92469592644622,7.966324090957642,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,14,0.8865064758397756,59.394313657447725,8.080573797225952,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,15,0.8766604765792199,64.77148943205538,7.716413974761963,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,16,0.8933482447568986,80.32543509035096,7.40685510635376,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,17,0.8877327163578703,54.0980332346296,8.02180004119873,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,18,0.8821307917001595,61.842533629555476,8.427656888961792,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,19,0.8649264198411388,64.71730484788407,7.954509735107422,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,20,0.881123189382927,57.34647623055423,7.536446809768677,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,21,0.8945292019324632,85.21789814082607,7.389056921005249,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,22,0.8868753791855016,64.46119195403135,7.850726127624512,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,23,0.8806047097867518,93.98906168030177,7.542048931121826,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,24,0.8890935543322129,68.51383677746763,7.452135801315308,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,25,0.854385807342931,51.53620987646245,7.422035217285156,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,26,0.8680933006427882,60.704229869087,7.553561210632324,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,27,0.8825506939224237,66.94784404372349,7.336094856262207,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,28,0.8704343805561929,64.64282824536923,7.213580846786499,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,29,0.894797126078023,61.66061475012534,7.26779317855835,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,30,0.8702944725660375,65.08459410161237,7.283514976501465,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,best,31,0.893523709151063,51.00136773826193,7.419625997543335,normalize,1.358210903027024,0.0216300595750964,490.6157380124629,10.883723640441897,101.0,200.0,0.01,0.01,5.0,100.0,,,,,,
GA,median,1,0.8780877692267864,32306.598387587026,9.587738990783691,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,2,0.876774212660251,16800.407249702424,7.751795291900635,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,3,0.8909875641956808,25393.69647938916,7.781347036361694,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,4,0.93724341653737,22870.200897122584,7.64555811882019,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,5,0.8524780639945683,33299.85069138547,8.012712955474854,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,6,0.8974718150254981,28640.277018889636,7.905313014984131,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,7,0.8804515236017263,23110.451214003184,7.696683168411255,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,8,0.8338252787293526,13030.662615446648,7.735803842544556,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,9,0.8232642604158432,26890.776122827177,7.6753809452056885,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,10,0.927351139201511,12470.724753524351,7.710768938064575,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,11,0.955297573337077,32203.677461871932,7.687144994735718,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,12,0.8825791540259763,21963.117368918967,7.87530779838562,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,13,0.942129289036954,22227.708374284073,8.23661208152771,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,14,0.9253208531252772,20156.51268799492,7.914144992828369,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,15,0.875960373749447,21213.812572397634,7.889614820480347,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,16,1.0662633466360032,16786.464272529636,7.88179087638855,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,17,0.9189279824840982,20963.730403019108,8.270833015441895,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,18,0.8824260921259374,21517.12761104291,8.00018310546875,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,19,1.0485456697018622,32499.02780832176,7.857139825820923,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,20,0.9002197153390261,32213.391092196187,7.849250078201294,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,21,0.816909841813157,10645.359077301442,7.736367702484131,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,22,0.9191798496801584,30788.029570382347,7.5198750495910645,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,23,0.8570418845336543,21938.49376105393,7.71596097946167,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,24,0.892680279348959,25794.630994206625,8.166081666946411,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,25,0.8633024936969041,21980.91813997037,7.775769233703613,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,26,0.9576683251419805,28316.290133264723,7.473574876785278,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,27,0.9499032248308789,24594.198616521215,7.3832550048828125,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,28,0.8980499340047754,28739.706812988905,7.488654851913452,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,29,0.9221190318148758,31820.922576622008,7.481497049331665,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,30,0.9272624923739496,29518.43346548859,7.541259050369263,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
GA,median,31,1.0332620160438954,31599.123711089167,7.458341121673584,normalize,0.771295023912826,0.0175473547284784,77.01723486179824,10.82686505317688,101.0,200.0,0.1,0.1,5.0,100.0,,,,,,
PSO,median,1,0.7298648519060589,266.87152461403116,11.572806119918823,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,2,0.7983759665860731,0.5324935598660018,9.885763883590698,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,3,0.846835532618759,14.121345462479793,9.7835111618042,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,4,0.7968156914938709,11.492380267145103,10.590471029281616,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,5,0.8119631520013646,1.1307723598004855,9.830812931060791,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,6,0.8224590506982907,13.210573973889518,9.497031927108765,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,7,0.8053593510638237,25.597687769133543,9.856091737747192,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,8,0.8117965248724448,36.34932304353026,10.000569105148315,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,9,0.8108541343565097,0.24325883143576832,10.004112005233765,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,10,0.7985164081784573,13.90702389783552,10.188030004501343,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,11,0.7888231747579528,13.15364944990617,9.983778953552246,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,12,0.8119099980410868,19.083746487600003,9.685762882232666,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
PSO,median,13,0.8240481159803392,14.137585321687123,10.361479997634888,normalize,1.095088005414901,0.0207951478308625,2990.4940091356793,14.077645921707154,101.0,,,,,,200.0,100.0,0.7,1.0,1.0,
