Generation,Mean Diversity,Std Diversity
0,0.0028822262624860905,9.154055947015611e-06
1,0.0039504656379500255,9.256439901223835e-05
2,0.00461912620532103,0.00011960960096367678
3,0.0051149151685879815,0.00014329813576113187
4,0.005559062670156634,0.00014926771533465202
5,0.005950649007029062,0.00014880314638992384
6,0.006219924093557099,0.0001859635638299371
7,0.006443384194695355,0.00016333396896555812
8,0.006608471429914008,0.00013630279383562946
9,0.006732176866372824,0.00016232794906239056
10,0.0068664583624181525,0.00020178695820749856
11,0.006889103491113024,0.00018423170727170513
12,0.006968485336607526,0.00017866130435463754
13,0.007008077453330193,0.00018292283151680546
14,0.006992604047850565,0.00017037382734390742
15,0.007024341573972665,0.00018304924238760073
16,0.007005464202852196,0.00020168643135767494
17,0.007010934621566448,0.00022668319222180942
18,0.007007089470334725,0.0002294142663354443
19,0.006968013755984644,0.00021548182509148874
20,0.006982921099656054,0.00020052011973715442
21,0.006969689097212632,0.00016337079329630788
22,0.006935229430487325,0.00012698787020845446
23,0.0068806694228515115,0.00015228104228685743
24,0.006869051646382018,0.00015070570394960792
25,0.0068142750516442556,0.00017623680561431655
26,0.006814343461088383,0.0001593207619744892
27,0.0067798545004226825,0.00016622666483201337
28,0.006759270290134311,0.0001800220267980608
29,0.006756420150038553,0.0001912266514765302
30,0.006766325924009877,0.00016620433423697513
31,0.006748588848733313,0.000182367660279921
32,0.00671006048222298,0.00017605329102122604
33,0.006680102097137628,0.00016596165272959835
34,0.0066753688417502365,0.00018516955121605826
35,0.006644639978567429,0.0001906248992288885
36,0.006648558547429269,0.00018487600256166
37,0.0066429964608452465,0.00020116039369865867
38,0.006607543708048996,0.0001865335673439508
39,0.006561972628083815,0.00018709355690010973
40,0.006548710144285809,0.00021512249711676913
41,0.006527083384393151,0.00019591450731157306
42,0.006516871310774758,0.00018334483294404306
43,0.00651233907472452,0.00017364930584007758
44,0.006489691852646824,0.00016039453500934467
45,0.006492630884215121,0.00015529731374130544
46,0.0064923716769185996,0.00019013588648800772
47,0.006514293811330716,0.000182442401499976
48,0.006462395202702992,0.00018153015116558963
49,0.006431444121653662,0.00020857909125651598
50,0.006433907395124218,0.00023969596311551144
51,0.00644372011024222,0.0002147037239463006
52,0.006462321553412753,0.00018657310272308404
53,0.006425843089271675,0.00021327303623239143
54,0.0064418922636592345,0.0001697675149071359
55,0.00641611416726433,0.00018331843771745155
56,0.0064019282832042165,0.00017290540131039708
57,0.006405226017432392,0.000207587149197378
58,0.006383369848195537,0.00015370601964458905
59,0.006370732906247866,0.0001906613899330164
60,0.0063913844862498945,0.0001823235391189615
61,0.006379638405753692,0.00016913664007185095
62,0.006383892462043931,0.00013603841880005743
63,0.006405761878870488,0.00016238243995342396
64,0.0064179556850979475,0.0001596389507656911
65,0.006419581279194561,0.00016418917386998476
66,0.006428762068244768,0.0001829648559574069
67,0.0064278959066866835,0.00020666068885757418
68,0.006360493598420576,0.00018138884568849966
69,0.006394650231271638,0.00015245728688862724
70,0.006363208307647291,0.00018215095607447427
71,0.006331383580621185,0.00019742945883965003
72,0.0063313374914012325,0.00020788584682133733
73,0.006297461234864184,0.00018373743109819052
74,0.006374716397834196,0.00019269111202177599
75,0.0063788375016756785,0.0001843988802983601
76,0.006384797784421525,0.00021532285693380313
77,0.006366366028667805,0.0001739846390480395
78,0.00639278696983288,0.0001920391624812521
79,0.006353828970144329,0.00018172667708017933
80,0.00635044964403422,0.00017407222245893598
81,0.006355670969213117,0.00017599111089997962
82,0.006331436873196816,0.00020479703545851183
83,0.006322458968031651,0.0001960309176190894
84,0.00636942011646973,0.00019557664249695322
85,0.006344617132700956,0.00022917047737613125
86,0.006320579645976652,0.00022200083258502602
87,0.006318458051315599,0.00023628437123535449
88,0.00630680393807731,0.00024590210576051655
89,0.0063182472749123315,0.00021155213453312414
90,0.006349060974937969,0.00017579084697852857
91,0.006379344115353536,0.00021478126503454923
92,0.006340726819925955,0.0002467436958554497
93,0.006346609154462332,0.0002209896426150968
94,0.006323940211436066,0.00021810024373908007
95,0.006309248276660491,0.0002450992505716633
96,0.006298474883183545,0.0002633507240061161
97,0.006299209635752069,0.0002285730240599497
98,0.006275603214626638,0.00019949545723972267
99,0.006316891725044974,0.0002045481745650477
100,0.006309528829893448,0.00022156025356436575
