Generation,Mean Diversity,Std Diversity
0,0.002856703110644852,1.9278197066070213e-05
1,0.002099639947073622,3.739991534771994e-05
2,0.0021939753000136185,8.074663335918032e-05
3,0.0019220097371690993,0.0001605844294405346
4,0.0017501722229233201,0.000150903714401446
5,0.0016346684833822044,0.0001979327513238644
6,0.001492406213692044,0.00018586735422139146
7,0.0014298914856412162,0.00022440518937430625
8,0.0014266360035052683,0.0003192506348380643
9,0.0014912025292628433,0.0004265368149884737
10,0.0016165263268931769,0.0005543011395755693
11,0.0017214185913093747,0.0006394608616653786
12,0.0018769604126276168,0.0006814624138107094
13,0.0020674823953288784,0.0007891688364439225
14,0.0022621333217321135,0.000879109359275737
15,0.0024943723241888306,0.0009627485882304489
16,0.0027197279127469053,0.0010674699113779336
17,0.0029277979003592834,0.0011057540875256708
18,0.003200728759585251,0.0012205351629989364
19,0.0034233925037705374,0.0013416374895010715
20,0.003660846706466439,0.0014187972708919116
21,0.003957748797813649,0.0014553289840967291
22,0.004206893163377522,0.0015645508348846769
23,0.004413836393536796,0.001547518289415464
24,0.004678070418789036,0.0017044190829677021
25,0.004937039385028348,0.0017068717383308615
26,0.005143079426304373,0.0017222832022112406
27,0.00533761057807614,0.001734603914273358
28,0.005549618042223462,0.0016886623037179768
29,0.005763415244830937,0.001660185911480552
30,0.005997426198372108,0.001801906630890719
31,0.006129694797296563,0.0018300976016757608
32,0.006323339007909682,0.0017946160186672923
33,0.006599999736564398,0.0018863531263470657
34,0.0067508205743129265,0.0019357214076796724
35,0.006967157872083328,0.001878966650057886
36,0.007131304381458289,0.0021251679189822383
37,0.00730355923538124,0.002210129491779884
38,0.007500341931460644,0.0022567242761350366
39,0.007624377986475685,0.0023135288572229003
40,0.007714774298796299,0.0023944875912900853
41,0.007744792707800007,0.002332464054466342
42,0.007868670042936269,0.002405006538010355
43,0.00799949112211429,0.002400554333414759
44,0.008007647028157231,0.0023345496471921605
45,0.008165131762269016,0.002361719655426668
46,0.008134874444596865,0.0022923197778934143
47,0.008195112933549449,0.002284032022075722
48,0.008216999837944505,0.0023236073662886683
49,0.008240825738287584,0.002281509925749261
50,0.008301643207517695,0.0022862557943082638
